text,true_label,pred_prob,pred_label,pred_cat
 Tencent revealed the real number of deaths.		,0,0.00047845062,,不确定
 People older than 60 are not given medical help in Italy anymore.		,0,0.0006629567,,不确定
 Did an American die because he self-administered chloroquine ?		,0,0.00052669004,,不确定
 Countries that use nivaquine (chloroquine) against malaria are not affected by coronavirus.		,0,0.00049009477,,不确定
" In France, the state pays 46 billions a year for its army, but only 1 billion for its inhabitants' health.		",0,0.0005208057,,不确定
" Russia helped Italy which was left alone by its ""partners"" during the coronavirus crisis.		",0,0.00067314366,,不确定
" While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500		",0,0.00055403414,,不确定
 Image of police punishing people in Indian state of Assam for violating the curfew.		,0,0.0005446967,,不确定
" Pakistan's leading scholar Mufti Naeem suffers from coronavirus. A few days ago, he refused to close madrasas and mosques.		",0,0.0005707407,,不确定
" Indian Singer Kanika Kapoor met Prince Charles, after which he tested positive for coronavirus.		",0,0.0005632319,,不确定
 Italian doctor couple diagnosed with coronavirus.		,0,0.00046886108,,不确定
 Indian Government snooping messages over social media and all social media platforms will be monitored for COVID-19 messages		,0,0.00050909707,,不确定
 Pakistani doctor Osama Riaz's last message for you (while taking his last breath).		,0,0.00045341204,,不确定
 Last photo of Indonesian doctor Hadio Ali standing away from his family before he passed away from COVID-19		,0,0.00048772062,,不确定
 Streaming apps Netflix and Amazon Prime give free subscriptions during COVID-19 outbreak in India.		,0,0.00060810655,,不确定
" Indian Army has built a 1,000-bed quarantine facility for COVID-19.		",0,0.00060813385,,不确定
 An image of a couple claimed to be doctors who have lost their lives to the coronavirus.		,0,0.0005568448,,不确定
 Photo of deer on Ooty-Coimbatore road during the current coronavirus lockdown.		,0,0.0004602106,,不确定
 Images of patients treated in the open are from Italy as it has run out of hospital beds.		,0,0.00049147825,,不确定
" Bitter gourd juice can cure novel coronavirus, as per Bihar Health Department in India.		",0,0.00054605526,,不确定
 Eating alkaline foods of pH level above 8.5 can kill the SARS-CoV-2 virus.		,0,0.00045921933,,不确定
 Video of people of Italy saying goodbye to the world by standing outside a masjid in Milan as they couldn't control the spread of COVID-19 (SARS-COV-2) virus.		,0,0.0005222276,,不确定
 A picture showing dead Italian doctors in an operating theater after succumbing to COVID-19.		,0,0.00064054807,,不确定
" Thanks to the halt imposed by the government to travel boats for COVID-19, a crocodile has shown up in Venice's canals.		",0,0.0005649878,,不确定
 The government has mandated by decree a salary cut for high public officials.		,0,0.00046951967,,不确定
 COVID-19 is a secret American weapon aimed for depopulation purposes.		,0,0.0007018715,,不确定
" A message sent by WhatsApp states that the Ministry of Defense of China has announced that it has ""successfully"" developed a vaccine against the new coronavirus, which causes COVID-19 disease. Portugal would receive the first doses in a few days.		",0,0.0009221825,,不确定
" The Brazilian singer Preta Gil was infected with COVID-19 and performed to more than 320,000 people.		",0,0.00053247274,,不确定
 Several photographs published on Facebook claim to portray coffins with victims of the new coronavirus in Italy.		,0,0.000491007,,不确定
 A message in an image claims that drinking coffee can help prevent the new coronavirus.		,0,0.0005467613,,不确定
" Purchases of health products and health councils are taking advantage of the ""hook"" of the COVID-19 disease to sell online cures that are not endorsed by any official organization.		",0,0.0005033848,,不确定
 An audio states that the worst coronavirus crisis in Spain will start on 3/29/20.		,0,0.00046857723,,不确定
 The University of Barcelona will approve its students if classes are suspended for more than a month.		,0,0.0005128131,,不确定
" A publication on Facebook assures that it is confirmed that ""the [Spanish] president and the three vice presidents are ill with COVID-19 and assures that the king must close the Parliament, dissolve the Cortes and take political and military control of the country.""		",0,0.0007707774,,不确定
" From 23 March until the foreseeable future, Microsoft and Sony will shut down their gaming servers during UK school hours.		",0,0.0007017631,,不确定
" Nevada Governor Steve Sisolak ""has banned the use of an anti-malaria drug that might help cure coronavirus.""		",0,0.0010129063,,不确定
 Leave objects in the sun to avoid contracting the coronavirus.		,0,0.00047899474,,不确定
" ""COVID literally stands for Chinese Originated Viral Infectious Disease.""		",0,0.00051691395,,不确定
 Children will be separated from parents for coronavirus treatment.		,0,0.00045696337,,不确定
 Tanks are coming into U.S. towns in advance for martial law		,0,0.0005611645,,不确定
 A photo of a couple locked in an intimate embrace with their face masks lowered has been shared in Facebook posts that claim they were nurses who were treating COVID-19 patients in an Italian hospital.		,0,0.00056381716,,不确定
" A post shared thousands of times on Facebook during the COVID-19 pandemic says disposable surgical masks should be worn ""colored side out"" if a person is sick.		",0,0.0005007294,,不确定
 Facebook user Chase Michael Morris predicted coronavirus pandemic.		,0,0.0005356253,,不确定
 People who got a flu shot are at a greater risk from COVID-19.		,0,0.00073460425,,不确定
 Decathlon's snorkeling masks are used in hospitals to help patients' breathing.		,0,0.00053146266,,不确定
 Vladimir Putin dropped lions in the streets to force the Russians to stay at home.		,0,0.00049909606,,不确定
 A message from the CHU in Mans (hospital in France) presenting alarmist arguments to encourage French people to stay home.		,0,0.0006516896,,不确定
 German chancellor Angela Merkel tested positive for the new coronavirus SARS-CoV-2.		,0,0.0011645629,,不确定
 Prince Charles tested positive for COVID-19 after meeting Bollywood singer Kanika Kapoor.		,0,0.00053405744,,不确定
 An Indian politician claimed that the strain of coronavirus in India is a less virulent mutation.		,0,0.000796123,,不确定
 COVID-19 was known to humans before its outbreak in 2020.		,0,0.0007647179,,不确定
 North Korean president has ordered to shoot the first coronavirus patient in his country.		,0,0.00063020247,,不确定
 Netflix and Amazon are offering free subscriptions amid the coronavirus outbreak.		,0,0.00056921714,,不确定
" A WhatsApp forward attributed to CNN claims Dr. Li Wenliang, the whistleblower of the Chinese government's propaganda about COVID-19, has documented a research report. According to this report, chemicals like Methylxanthine, Theobromine and Theophylline stimulate compounds that can ward off this virus in a human body with at least an average performing immune system.		",0,0.00055388943,,不确定
 Finally India got its coronavirus Dashboard. This is the official website for coronavirus updates. This website is updated every four hours. Scroll down for more details; you can know more about coronavirus outbreak in your state by placing your finger on your state on the map.		,0,0.0010505159,,不确定
 Indian Government has issued a guideline to monitor citizens' activity; their call and social media handles will be under surveillance.		,0,0.00048120855,,不确定
 Image of a mother unable to feed her suckling as she battles COVID-19.		,0,0.0005295265,,不确定
 Image of COVID-19 infected Indonesian doctor Hadio Ali watching his daughters from a distance as he bids them final goodbye; the image is said to be posted by his wife.		,0,0.00091236073,,不确定
 Italian president said that Italy has surrendered to the coronavirus.		,0,0.000600586,,不确定
 An image poster states Indian religious leader Mata Amritanandamayi has hidden foreigners in her hermitage and has not allowed them to be tested.		,0,0.00070147734,,不确定
" Images of the medical facility shared with the claim that the Indian Army set up a 1,000-bed hospital in Rajasthan during the coronavirus pandemic.		",0,0.0004726231,,不确定
 Demon creature flying above a church in Italy.		,0,0.00062935386,,不确定
 An audio clip is circulating on Whatsapp claiming that Nagpur (Second Capital of Indian state Maharashtra) has tested 59 positive coronavirus cases including three doctors.		,0,0.0005455644,,不确定
 Pictures of people stranded on hospital beds claimed to be Italians not coping with the pressures of COVID-19 cases; India should learn from Italy's mistakes and not step out of the house in the 21-day lockdown		,0,0.000583729,,不确定
 A picture claims that an Italian man committed suicide after his whole family succumbed to COVID-19		,0,0.0005978475,,不确定
 Videos showing police detaining COVID-19 patients in India.		,0,0.0004890452,,不确定
 An image with human body figurines in a bowl that claims China is serving human baby soup in its restaurants.		,0,0.00059098046,,不确定
 An image with human body figurines in a bowl that claims China is serving human baby soup in its restaurants.		,0,0.00059098046,,不确定
" A herd of deer flocking out in Tamil Nadu, India, due to the coronavirus lockdown.		",0,0.00048976485,,不确定
" Photo of an Indonesian doctor, Hideo Ali, looking at his children and pregnant wife for the last time.		",0,0.0004906017,,不确定
 Image of dead bodies of coronavirus victims in Italy.		,0,0.00055732555,,不确定
 Photos of coronavirus patients being treated on the road in Italy.		,0,0.0005209338,,不确定
" Another new disease called ""hantavirus"" in China.		",0,0.00056529936,,不确定
 Mustard oil prevents a person from getting infected with COVID-19.		,0,0.0009106361,,不确定
 Photo of Kanika Kapoor meeting Prince Charles during her recent visit to the United Kingdom. Prince Charles tested positive for coronavirus just after the meeting.		,0,0.0004668515,,不确定
 Photo of a vaccine developed by U.S. scientists for COVID-19.		,0,0.00064603257,,不确定
" The WHO reported that coronavirus lasts up to 8 hours on cabbages; thus, cabbage consumption should be restricted.		",0,0.00048408852,,不确定
" There are 59 positive coronavirus cases in Nagpur along with three doctors, one of whom is on ventilator.		",0,0.00054856634,,不确定
 Prince Charles is infected with coronavirus after meeting Indian singer Kanika Kapoor.		,0,0.00046586146,,不确定
 An image of Indian Home Minister Amit Shah visiting COVID-19 patients.		,0,0.00060619065,,不确定
 An image with human body figurines in a bowl that claims China is serving human baby soup in its restaurants.		,0,0.00059098046,,不确定
" A claim that the novel coronavirus was never detected in the major Chinese cities of Beijing and Shanghai has been shared repeatedly on Facebook, Twitter and Instagram.		",0,0.00056246965,,不确定
 A message asking people to not get out of their homes tonight from 10pm to next day 5am because the government has made arrangements to spray medicine in the air in order to kill the novel coronavirus.		,0,0.000672352,,不确定
" The Ministry for Economic Development has summoned Italians to avoid sharing videos on Whatsapp, due to overcharging issues given by working from home during the COVID-19 emergency.		",0,0.0008260906,,不确定
" ""Italians remove EU flag and put the flag of the PR of China,"" the headline says, suggesting that such a phenomenon is happening in Italy ... people are removing the flag of the European Union and are replacing it with the Chinese flag.		",0,0.00052206527,,不确定
 A drug for coronavirus has been found.		,0,0.00048844866,,不确定
 Polish government confiscated a coronavirus testing machine which was originally bought by a local hospital in Grodzisk Mazowiecki city.		,0,0.00049690565,,不确定
 Viral message claiming that disinfection will be conducted using helicopters in Poland.		,0,0.00055190944,,不确定
 1 out of 3 people who died from coronavirus in Spain lived in a nursing home.		,0,0.00045453117,,不确定
 Chinese doctors recommended in Italy to sing on the balconies for the new coronavirus.		,0,0.00077116844,,不确定
" The WHO has decreed the ""suspension of any and all medical activities.""		",0,0.0005405898,,不确定
 Puerta de Hierro hospital in Madrid uses a whole floor for the president's family.		,0,0.0005043362,,不确定
" A councilor for Podemos in the Canary Islands tweeted that there are ""useless elderly dead"" that ""are left over on the street.""		",0,0.0006277348,,不确定
 A letter supposedly written by Bill Gates where he says that the coronavirus is the corrector of humanity.		,0,0.0004695336,,不确定
" In the city of Lviv (or Vinnytsia), a coughing man was thrown out of the bus.		",0,0.0004631937,,不确定
" ""Antiviral measures lead to self-destruction and collective suicide."" - Sucharit Bhakdi.		",0,0.00046456867,,不确定
" Speaking of his restriction on travel from China, President Donald Trump claims",0,0.00063009677,,不确定
" Health care workers union ""suddenly finds a stash of 39 million face masks.""		",0,0.00048525748,,不确定
 Illuminati controlled U.S. government; coronavirus caused by 5G.		,0,0.0051743467,,不确定
 President Trump did sign a 5G bill but exposure effects are misleading.		,0,0.0004832942,,不确定
 A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.		,0,0.0004784693,,不确定
 RAI TV news report from 2015 proves COVID-19 was made in a Chinese laboratory.		,0,0.0005483838,,不确定
 COVID-19 no longer considered a dangerous disease in the UK.		,0,0.0008010878,,不确定
 An emergency department closed in a Spanish hospital.		,0,0.0004586403,,不确定
" By clicking on an italian YouTube song, you donate money to a hospital in Bergamo.		",0,0.00051650056,,不确定
" Indian businessman, WIPRO chairman and philanthropist Azim Prem donated 50,000 Crore to fight the COVID-19 outbreak in India.		",0,0.00061150227,,不确定
 Italian PM said that the country has surrendered to the COVID-19 pandemic		,0,0.00062935386,,不确定
 Dr. Usman Riyaz from Delhi died from the coronavirus.		,0,0.00052974175,,不确定
 Indian Telecom company Jio announced a free recharge worth Rs 498 for all Indian citizens during coronavirus lockdown		,0,0.0005329727,,不确定
 Fire triggered by gas tanker leak near Delhi's Shahdara Mor.		,0,0.00050242845,,不确定
 Italy has surrendered to the coronavirus pandemic as all the measures to control COVID-19 have been exhausted.		,0,0.00081381167,,不确定
 Amitabh Bachchan gave 500 million rupees to the Mumbai government to fight the coronavirus.		,0,0.00062899565,,不确定
" Indian Army has constructed an advanced hospital with a capacity of 1,000 beds in Barmer, Rajasthan, to cope with COVID-19.		",0,0.00067895907,,不确定
 Indian State of Kerala Opposition leader writes to Chief Minister Pinarayi Vijayan to adopt methods to save only those with stronger immunity from COVID-19 infection.		,0,0.00064945355,,不确定
 Indian Prime Minister Modi announced an internet ban due to the spread of misinformation regarding COVID-19.		,0,0.0008439066,,不确定
 A herd of deer reclaimed the Ooty-Coimbatore road.		,0,0.00049236644,,不确定
" In the 30-second viral video, a man lifts his shirt and challenges aa police officer who is pointing a gun at him. Another police officer kicks the man from behind, pins him down on the road and makes an arrest. The text overlaid on the video reads ""Italy says lockdown, they mean it.""		",0,0.0005944251,,不确定
 President Donald Trump attending the recital of Quran verses to fight coronavirus.		,0,0.00081232755,,不确定
" Images showing vaccines for coronavirus have already been discovered, were patented and will be readily available.		",0,0.00053116074,,不确定
 Indian Home Minister Amit Shah claimed to be infected with COVID-19.		,0,0.0007183651,,不确定
" The Netflix Korean drama ""My Secret Terrius"" predicted the coronavirus outbreak in 2018.		",0,0.00048426763,,不确定
 Bollywood superstar Aamir Khan donated Rs. 250 crore to tackle the novel coronavirus outbreak.		,0,0.0006164558,,不确定
 This is a picture of the old city in Hyderabad (India) today despite the lockdown.		,0,0.0004889817,,不确定
 Photo of deer on Ooty-Coimbatore road during the current lockdown (COVID-19).		,0,0.0004940715,,不确定
 Italian PM said that the country has surrendered to the COVID-19 pandemic		,0,0.00062935386,,不确定
 Images shows how Indian police have beaten up migrant workers amid India's lockdown for commuting		,0,0.00054094096,,不确定
" As per the news of Aajtak, Home Minister Amit Shah tested postive for COVID-19.		",0,0.00049356377,,不确定
 Images of migrant labourers beaten by the police on highways during the current national lockdown.		,0,0.00051397586,,不确定
 Houseflies can transmit the COVID-19 virus.		,0,0.00045255278,,不确定
" According to the University of Turin, taking more Vitamin D will reduce the risk of infection by the coronavirus.		",0,0.0005086594,,不确定
" A sensationalist headline claiming that there is a new virus in China, the hantavirus.		",0,0.00047877192,,不确定
" Houses should be heated above 23 degrees Celsius because the new coronavirus can only ""spread at low temperatures"".		",0,0.0004973143,,不确定
 An online survey to self-assess coronavirus symptoms.		,0,0.00045275738,,不确定
 Hot baths can help prevent the coronavirus.		,0,0.00045538327,,不确定
 Breathing in the water vapor kills the novel coronavirus.		,0,0.0004550403,,不确定
 Hydroxychloroquine and chloroquine are cures for the new coronavirus.		,0,0.0005059602,,不确定
" Video of a waitress saying, ""I lost my job. But I'll sleep better knowing"" that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries",0,0.00045338564,,不确定
 Biden claims that Trump did not try to get medical experts into China.		,0,0.00046069757,,不确定
" ""There was no effort"" to get American experts into China after it announced the coronavirus, and ""we had one person in-country (and Trump) pulled him out of the country.""		",0,0.00061763864,,不确定
 Coronavirus has been found in crab legs.		,0,0.0005518926,,不确定
" Boil weed and ginger for COVID-19 victims, and the virus will vanish.		",0,0.00045721704,,不确定
" ""Mainstream media"" used a photo from a 2017 movie as an image for Italy's coronavirus morgue.		",0,0.0005347898,,不确定
" ""They're furloughing nurses in hospitals in western New York state.""		",0,0.0006945485,,不确定
" ""Here's the problem?  we are testing people for any strain of a coronavirus?  not specifically for COVID-19. There are no reliable tests for a specific COVID-19 virus.""		",0,0.0009103956,,不确定
 Whether coronavirus began with man having sex with a bat.		,0,0.0006347831,,不确定
 Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.		,0,0.00063341524,,不确定
 If Queen Elizabeth II tested positive for coronavirus.		,0,0.0004730632,,不确定
 NY banned cigarette sales because of the coronavirus.		,0,0.00047642033,,不确定
" French State approved a medical protocol with Plaquenil, lopinavir/ritonavir to cure COVID-19, which is more expensive than Pr. Raoult's protocol with chloroquine.		",0,0.0008162538,,不确定
 Biomagnetic resonance can help to treat COVID-19.		,0,0.0005578062,,不确定
 Pakistan's PM Imran Khan tested COVID-19 positive.		,0,0.00047515938,,不确定
" Pakistan's Dr. Usama Riaz, who contracted coronavirus while treating patients, had left a video message before he died.		",0,0.000744001,,不确定
 The viral text message claims that the chemical substances (methylxanthines) required to cure COVID-19 can be found in tea. Dr. Li Wenliang had found this cure while researching about coronavirus before his death.		,0,0.0006847836,,不确定
 News graphic saying Indian prime minister has asked for the internet to be shut down in the country.		,0,0.00047248523,,不确定
 Bombay High Court is extending Maharashtra's lockdown to April 31.		,0,0.00048211572,,不确定
 India TV telecasted news that Bollywood Actor Shahrukh Khan donated 450 million (45 Crore) Rupees to Pakistan Oil tanker blast victims.		,0,0.0005388213,,不确定
 Video of a person infected with coronavirus committing suicide in New York.		,0,0.0005063686,,不确定
 Recent photo of PM Modi visiting a church and offering prayers to save the country from the coronavirus outbreak.		,0,0.0005374433,,不确定
" Indian Army has built a 1,000-bed hospital in Rajasthan in eight days for the treatment of COVID-19.		",0,0.0006146067,,不确定
 CDC recommends that people shave their facial hair to prevent coronavirus.		,0,0.00048588216,,不确定
" Amid COVID-19 pandemic, MP government ordered houses locked from April 1, 2020.		",0,0.0016293192,,不确定
" As per the video, Bollywood actor Aamir Khan donated 250 crore to fight aganist COVID-19.		",0,0.00048677408,,不确定
 The vaccine for coronavirus is ready. US President Donald Trump has announced that Roche Medical Company will launch it.		,0,0.00047765273,,不确定
" A COVID-19 patient was caught by the police in the Gorakhpur district in the state of Uttar Pradesh, India.		",0,0.0007328835,,不确定
 Queen Elizabeth II has been diagnosed with coronavirus.		,0,0.00045059243,,不确定
 Official statement of the Serbian Government claiming that experts recommended to ban pet walks.		,0,0.00048763826,,不确定
 The coronavirus spreads in the air for eight hours.		,0,0.0004981978,,不确定
" The co-founder of the Union, Progress and Democracy (UPyD) party, Rosa D¡e allegedly tweeted that she says ""it is time for the Army to take over ..."" to handle the emergency.		",0,0.00047839494,,不确定
" An alleged tweet from the president of the Vox political party in Spain, Santiago Abascal, in which someone has to answer for the infected including a misspelling.		",0,0.0006114521,,不确定
 A declaration by the director of the Center for Coordination of Health Alerts and Emergencies of Spain about tests of COVID-19 for health personnel.		,0,0.0005729893,,不确定
" Says a ""5G Law Passed while everyone was distracted"" with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.		",0,0.0005495513,,不确定
" Says for otherwise healthy people ""experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis ... only high temperatures kill a virus, so let your fever run high,"" but not over 103 or 104 degrees F.		",0,0.00058159087,,不确定
" ""Queen Elizabeth tests positive for COVID-19.""		",0,0.0005119277,,不确定
" Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks ""everywhere.""		",0,0.000654684,,不确定
" Posts shared more than 20,000 times on Facebook feature a photo of a crying child and two others showing a woman and a man in hospital beds, claiming that the boy's parents are infected with the novel coronavirus		",0,0.00051458355,,不确定
" Pictures and reports of ""empty hospitals"" prove COVID-19 spread is ""fake crisis for real government planned agendas.""		",0,0.00045285237,,不确定
 Whether CDC had scheduled announcement that all should wear masks for everyday life.		,0,0.00068024494,,不确定
 If Florida banned alcohol sales due to coronavirus.		,0,0.0012513099,,不确定
 The French doctor Jean-Roger Hospital sent an email which claims you can protect yourself against COVID-19 by drinking water every 15 minutes.		,0,0.0008777028,,不确定
" pH level of coronavirus varies from 5.5 to 8.5 and to beat the virus, we should consume more alkaline food.		",0,0.00050265616,,不确定
 WHO advisory asks people not to consume bakery items as they get contaminated by coronavirus easily.		,0,0.0006924031,,不确定
 Inhalation of hot steam can kill Novel Coronavirus.		,0,0.00047099247,,不确定
 The Indian Army has been called to control seven areas in Mumbai that are not following the 21 day lockdown and are out of the Mumbai police's control.		,0,0.0007698532,,不确定
 The Indian Home Ministry considers posting anything about coronavirus a punishable offence.		,0,0.00061491976,,不确定
 Recent photo of PM Modi visiting a church and offering prayers to save the country from the coronavirus outbreak.		,0,0.0005374433,,不确定
" A claim that India's Ministry of Home Affairs has made it a ""punishable offense"" for citizens to publish posts on social media about the novel coronavirus has been shared repeatedly on Facebook, Twitter and WhatsApp.		",0,0.0006228052,,不确定
 Inhalation of steam from hot water kills COVID-19		,0,0.00050155,,不确定
" As per Aajtak news channel, PM Narendra Modi announced a shutdown of internet services for a week.		",0,0.00045299795,,不确定
 Bollywood actor Shahrukh Khan donated 45 Crore (450 million) rupees to Pakistan.		,0,0.00051868474,,不确定
 G-7 countries have asked Modi to lead them in preventing coronavirus.		,0,0.0006444512,,不确定
 Photos of medicines from the US which will be only given to selected people by the Indian government in the name of COVID-19 treatment to eliminate them.		,0,0.0004920298,,不确定
 French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.		,0,0.0013145587,,不确定
" The chief minister of the state of Madhya Pradesh said that since the lockdown restrictions were not being adhered to effectively, all the houses will be locked from outside starting April 1, 2020.		",0,0.0005041266,,不确定
 The Spanish government stopped counting the dead from COVID-19 between March 6 and 9.		,0,0.00048593775,,不确定
 The Spanish president's wife and daughter went to Cuenca to quarantine.		,0,0.0004776992,,不确定
 Spanish authorities are not arresting people who attend mass.		,0,0.0005079405,,不确定
 Huawei has stopped sending masks because of an article by Spanish writer Josep Borrell.		,0,0.0004945089,,不确定
 President Donald Trump announced commercialization of a vaccine.		,0,0.0007648149,,不确定
" The government was supposedly not buying evidence from a company related to the sister of Mar¡a Dolores Cospedal, former secretary of the Popular Party, for ideological reasons.		",0,0.0004686885,,不确定
 The king of Spain can supposedly dissolve the congress and appoint an emergency government during the state of alarm.		,0,0.00094411965,,不确定
" President Donald Trump claims he ""didn't say that"" some of the medical equipment that governors are requesting, they don't actually need.		",0,0.000547766,,不确定
 Did Kennedy Center give DNC $5 million after getting relief from coronavirus stimulus?		,0,0.00056370697,,不确定
 COVID-19 not being blamed for deaths due to unrelated causes.		,0,0.0008376555,,不确定
" CEOs got advance notice of COVID, then resigned to dump stock.		",0,0.0004842238,,不确定
 Sauna gives protection against COVID-19.		,0,0.00047547527,,不确定
 French champion of chloroquine Didier Raoult is supposed to have said not to use Bill Gates' vaccines.		,0,0.00165486,,不确定
" French professor Didier Raoult, big defender of chloroquine treatment, insulted ex-European MP Daniel Cohn-Bendit, after Cohn-Bendit criticized his scientific work.		",0,0.0013774096,,不确定
 French summer holidays have been rescheduled to the end of July.		,0,0.0005523844,,不确定
 Some supermarkets took advantage of the epidemic to rise the prizes of consumer goods such as pasta in France.		,0,0.000559652,,不确定
 The Peruvian Ministry of Health and the WHO advised to use ginger to combat the new coronavirus.		,0,0.0006303047,,不确定
 A set of claims passed as instructions to be followed during the COVID-19 pandemic period.		,0,0.00045431708,,不确定
 Ministry of Home Affairs in India has directed people to not post anything related to coronavirus.		,0,0.00045639934,,不确定
 Actor Vijay's father criticized government for enforcing a curfew to abate COVID-19.		,0,0.00067413563,,不确定
 Tamil Nadu Govt ordered to re-open TASMAC bars.		,0,0.0005350239,,不确定
 Italian president breaks down and surrenders because of the COVID-19 epidemic.		,0,0.00052713574,,不确定
 An image of a baby born with deformities claims that the baby was suffering from coronavirus.		,0,0.00048055136,,不确定
 Rubbing mustard oil on your nostrils can prevent coronavirus.		,0,0.0006629155,,不确定
 PM Modi announced internet suspension due to viral fake news related to COVID-19.		,0,0.0004997824,,不确定
 Indian state of Madhya Pradesh's government has issued an order to shoot at sight due to failure at lockdown implementation.		,0,0.0005989295,,不确定
 Home Ministry of India has issued an order that sharing of any news related to coronavirus is a punishable offense under the IT Act.		,0,0.0004695332,,不确定
 Filmmaker Sudhir Mishra getting beaten up by police during the lockdown for stepping out of home.		,0,0.0005365313,,不确定
 Inhalation of hot steam can kill the novel coronavirus.		,0,0.00047549297,,不确定
" Amid the coronavirus pandemic, Health Minister of India is playing Ludo.		",0,0.00062147086,,不确定
 Politician Rahul Gandhi met a coronavirus patient in Waynad.		,0,0.0005596051,,不确定
 An audio clip of Dr. Naresh Trehan cautioning people about the danger of COVID-19 in India.		,0,0.0004764585,,不确定
 World Health Organization (WHO) has advised people against eating bakery items amid COVID-19 outbreak.		,0,0.00074958603,,不确定
 Here's the new certificate that the Ministry of the Interior is now requesting from citizens in order to leave their house.		,0,0.00045836574,,不确定
" A satellite map by the Royal Dutch Meteorology Institute (KNMI) showed lowered nitrogen levels since the coronavirus crisis, which would supposedly indicate nitrogen levels in the Netherlands are unrelated to the Dutch agricultural sector.		",0,0.00070420344,,不确定
" The text from a Macedonian website, and more specifically the headline, says that the leader of the French National Front, Marine Le Pen, is the first coronavirus victim in the EU.		",0,0.0016608299,,不确定
 The WHO allegedly announced that face masks do not protect and are not effective for walking on the street.		,0,0.00046195582,,不确定
" Santiago Abascal, general secretary of VOX (political party), allegedly didn't respect the quarantine period after testing positive for COVID-19		",0,0.0006349042,,不确定
" Supposedly according to the new decree issued by the Spanish government to regulate non-essential activities during confinement, customs officers must not work and therefore goods would not enter Spain.		",0,0.0007951221,,不确定
" A photo where Pablo Iglesias, vice president of the Spanish government, is praying in a Catholic church before beginning his COVID-19 quarantine.		",0,0.00065962056,,不确定
 Coronavirus infections are linked to a lack of Vitamin D.		,0,0.00046297378,,不确定
 Castilla La-Mancha prohibits the use of adapted diving masks in patients with COVID-19.		,0,0.00060818135,,不确定
 Ukraine lost a visa-free regime due to the coronavirus pandemic.		,0,0.0005056751,,不确定
 The number of deaths from the novel coronavirus is tiny in comparison to the other causes of deaths.		,0,0.00049040094,,不确定
 The UK has assigned COVID-19 to the same group of infectious diseases as the seasonal flu.		,0,0.00046838555,,不确定
 This picture shows trucks carrying dead bodies of COVID-19 victims and the accompanying post implies it is in Italy.		,0,0.0005107642,,不确定
 Says certain states are banning the sale of alcohol.		,0,0.00048195574,,不确定
" ""We inherited a broken test"" for COVID-19.		",0,0.0004627919,,不确定
 Big Pharma is behind COVID-19 deaths.		,0,0.0005609729,,不确定
 COVID-19 is a hoax or scapegoat for economic disaster.		,0,0.00070720364,,不确定
" World Economic Forum is a ""fascist cabal"" manipulating coronavirus.		",0,0.00057206926,,不确定
 Whether microwaving face masks sanitizes them.		,0,0.0005988507,,不确定
 Taking a flu shot causes false positive results on COVID-19 tests.		,0,0.0006353803,,不确定
" Italian people are throwing their money, now useless because of COVID-19, in the street.		",0,0.0004647565,,不确定
" CBS News used pictures from a hospital in Bergamo, Italy, in a report about New York to mislead viewers.		",0,0.0006200832,,不确定
 Italian TV host was moved by the reporting of a young child death due to COVID-19.		,0,0.00051823683,,不确定
 A photo which shows a reporter wearing a protective suit for the new coronavirus while the cameraman is not wearing a suite is the proof that the media is trying to scare the public about the new coronavirus when in fact there is no danger.		,0,0.00045054048,,不确定
 UV rays and sunlight can kill the coronavirus.		,0,0.0004979968,,不确定
 A photo of COVID-19 patients lying on beds in an isolation ward in Pakistan.		,0,0.00059477554,,不确定
" To defeat the coronavirus, China built a thousand-bed hospital in 10 days, while India has prepared a modern hospital of 6,370 beds overnight, at a very low cost.		",0,0.0005970692,,不确定
 Police in India lashed sticks at filmmaker Sudhir Mishra for not following the rules of lockdown.		,0,0.00060498016,,不确定
" WhatsApp group admins were detained for sharing coronavirus messages in Dadar, Mumbai.		",0,0.00065957836,,不确定
 The lockdown due to coronavirus has led to the reemergence of a large flock of birds at the riverfront in Ahmedabad.		,0,0.00047645895,,不确定
 People in Italy are threw away their money after they lost their family members to coronavirus.		,0,0.00054078107,,不确定
 Doctored image of President Donald Trump shared claiming he asked people to chant Hare Krishna Hare Rama.		,0,0.00071759685,,不确定
 Indian Actor Kamal Hassan put under quarantine.		,0,0.000503732,,不确定
 Indian police personnel beaten by a person while enforcing lockdown. Claim made through an image.		,0,0.00052663183,,不确定
 Hindu God Ganesha's idol placed and worshiped inside an Italian Church.		,0,0.00052908337,,不确定
" No deaths have been reported in Israel due to COVID-19 because they have found a cure for the disease. A solution of hot water, baking soda and lemon is the cure for COVID-19.		",0,0.0005793709,,不确定
