text,true_label,pred_prob,pred_label
"The #COVID demand is hard to meet, says Prashant Tandon, Co-founder & CEO, 1MG
#5iveLive with @ShivAroor LIVE  http://bit.ly/IT_LiveTV  pic.twitter.com/c9Dk2axKac",1,0.000486079,
" The text claims that a Harvard University professor was arrested for allegedly making the coronavirus in his laboratory and then selling it to two Chinese people.		",0,0.000486116,
"As covid-19 deaths mount, Md. Gov. Hogan promises caution as he looks to reopen the economy  https://wapo.st/3cPPqWi ",1,0.000486155,
" Because of a WHO clause, Dutch primary schools are allowed to vaccinate children without their parents' consent.		",0,0.000486299,
Perspective: Neurosurgeon who became famous for separating conjoined twins died of covid-19. His real legacy is his humanity.  https://wapo.st/2QYTR8A ,1,0.000486333,
"He predicted the 'Contagion' & survived Covid-19. Now, he's back to reveal how to live with coronavirus. Catch world-famous virologist, Dr Ian Lipkin in conversation with @rahulkanwal at 8 PM tonight on #Newstrack pic.twitter.com/P6HlfAIhlP",1,0.000486349,
" COVID-19 tests can be purchased to do the test at home with sanitary guarantees.		",0,0.000486425,
" A photograph taken in 2001 shows a vaccine for coronavirus.		",0,0.000486493,
" A video shows a naked man vandalizing a ""mosque"", linking him with coronavirus pandemic in India.		",0,0.0004865,
" The photos show Indians bathing in cow dung to prevent infection.		",0,0.000486506,
" Spanish Guardia Civil recommends uninstalling the Zoom application.		",0,0.000486537,
" Muslims in India are licking utensils to spread the coronavirus.		",0,0.00048661,
" Black body bags being referred to as deaths in New York and the reason a lockdown is essential.		",0,0.000486646,
" Muslims in Malegaon, India, violated lockdown to read Namaz on a bridge.		",0,0.000486648,
" Boris Johnson refused 50,000 ventilators offered by the EU.		",0,0.000486653,
" COVID-19 is a thrombosis and is cured with anticoagulant, anti-inflammatory or antibiotic aspirin.		",0,0.000486696,
" Justin Trudeau's wife has released a video from her hospital bed.		",0,0.0004867,
There are now 798 confirmed cases of coronavirus in the UK - a rise of 208 since Thursday  http://bbc.in/2IG2xMy  #COVID_19uk pic.twitter.com/TC05tXXHFM,1,0.000486731,
" In India, the Congress President's approval is required to use funds from PMNRF.		",0,0.000486775,
" Indian Prime Minister Narendra Modi was appointed as a chairman of WHO.		",0,0.000486817,
" ""The CDC just confirmed a 0.2% death-rate for COVID19.""		",0,0.000486827,
#Opinion: Kejriwal's COVID-19 stand proves he's become standard-fare politician  by @ashutosh83B  https://www.ndtv.com/opinion/kejriwals-covid-19-stand-proves-hes-become-standard-fare-politician-2243809  pic.twitter.com/OKRq32J07p,1,0.000486834,
" A viral video purportedly from Italy shows a child crying for his mother who died due to coronavirus.		",0,0.000486928,
"Just In | Six more cases of COVID-19 infection reported in Gujarat, taking the number of total cases to 53, says State Health Department.",1,0.000486964,
"Bengal shocker: 70-year-old #Covid positive victim creamated by Kolkata hospital without information to kin. 
#ITVideo @iindrojit pic.twitter.com/oAqTTO9dpu",1,0.000486997,
" The French government has authorized euthanasia of old people suffering from COVID-19 with a new decree.		",0,0.00048703,
"The number of people recovered from COVID-19 in Kozhikode district has gone up to seven, with one more person cured of the infection on Sunday
#Kozhikode #Kerala #COVID19 https://trib.al/xt0vwOm ",1,0.000487067,
" A woman holding a child in her hands succumbed to the novel coronavirus in Italy.		",0,0.000487082,
" ""Arsenic album-30 homeopathic medicine can prevent coronavirus. Information given by Ministry of AYUSH.""		",0,0.0004872,
" European Health Organization (EHO) announced that eating beef can cure coronavirus.		",0,0.000487206,
" Image of Tabligi Jamaat members caught with arms.		",0,0.000487217,
" Image of Pakistani youth protesting for hydroxychloroquine.		",0,0.000487255,
" Gargling water with salt or vinegar ""eliminates"" the coronavirus.		",0,0.000487273,
" Coronil drops can help cure coronavirus.		",0,0.00048735,
" Two Muslims boys were brutally beaten and forcefully fed alcohol by Hindu boys in India.		",0,0.000487369,
" A photo taken by a journalist showing a beach in Jacksonville, Florida, isn't from after the government reopened the beach as news reports have claimed.		",0,0.000487404,
"""708 people have sadly lost their lives as a result of Covid-19, the highest daily total yet recorded""

UK Cabinet Office Minister Michael Gove says the number shows the importance of maintaining social distancing to stop the spread of coronavirus

 http://bbc.in/2UUFCTi  pic.twitter.com/CDR2aVcuhn",1,0.00048743,
Coronavirus: Thousands of cancer ops at 'Covid-free' hubs  https://bbc.in/3bNKD7t ,1,0.00048747,
" Muslims are throwing currency notes on roads to spread coronavirus in Indore, a city in India.		",0,0.000487481,
"Around 1,000 linked to Tablighi Jamaat screened in Karnataka, 11 test positive for COVID-19
For more updates follow our live
 https://bit.ly/2UVoaOx ",1,0.000487481,
"PM Johnson in intensive care, needed oxygen after COVID-19 symptoms worsened  https://reut.rs/2UQnGe3  pic.twitter.com/POl3JBwPUV",1,0.000487498,
" The word ""coronavirus"" used on various sanitary products suggest that the outbreak of COVID-19 is a planned operation.		",0,0.000487528,
UK plans to ban mass gatherings next week to curb Covid-19 - Sky News  https://reut.rs/2QcDwg0  pic.twitter.com/99CGdsXKai,1,0.000487538,
"Do not miss the chance to watch world-famous virologist and a Covid-19 survivor, Dr Ian Lipkin, discuss how to live with #Coronavirus. Tune into #Newtrack at 8 PM tonight, with @rahulkanwal. pic.twitter.com/3n2q4DdnFf",1,0.000487544,
" Russian President Vladimir Putin has ordered Russia's population to stay at home for 15 days or face five years in jail.		",0,0.00048756,
Longtime White House butler and friend of presidents dies of covid-19  https://wapo.st/3bXfm13 ,1,0.000487574,
"Twelve weeks on I can't kick Covid exhaustion'

How one 28-year-old man still struggles post-coronavirus, despite having no underlying health conditions  https://bbc.in/37yI2wO ",1,0.000487586,
" A WhatsApp forward, along with a video, is doing the rounds in which it is claimed that a person who belongs to the Tablighi Jamaat was kept in an isolation ward where he started wandering naked. The viral forward also claims that the person who was wandering naked did this vulgar act intentionally.		",0,0.00048759,
EasyJet resumes flying with COVID-19 measures in place  https://reut.rs/3e1f8YI  pic.twitter.com/VROneCI50g,1,0.00048761,
"Watch | ""Regular surveillance initiated across the country for all cases having travel history from COVID-19 affected countries"": Union Health Minister Harsh Vardhan amid #coronavirus outbreak pic.twitter.com/SDNfETG2ia",1,0.000487651,
" ""People are going door to door in Colorado Springs stating they are COVID-19 testing so they can rob people!""		",0,0.000487656,
" Video shows an overcrowded Madina market in Hyderabad, India, where people are shopping for Eid.		",0,0.000487933,
"Just in |  Seventy-two COVID-19 positive cases, including 71 from the Walled City of Jaipur alone, detected in Rajasthan today, taking the tally in the State to 969. 
#Rajasthan #COVID19",1,0.000487944,
Hospitals treating COVID-19 in Mexican capital quickly filling up  https://reut.rs/35S2Xu3  pic.twitter.com/Ys67yBH6NB,1,0.000487994,
"COVID-19 cases spike in #Maharashtra and #Kerala. Watch this #DIU report-
#Coronavirus #CoronavirusPandemic #CoronavirusOutbreak #COVID19 pic.twitter.com/QHIhGduJQP",1,0.000488006,
" Drinking alcohol helps against the new coronavirus		",0,0.000488012,
India To Turn Off Lights For 9 Minutes Tonight On PM's COVID-19 Appeal  https://www.ndtv.com/india-news/coronavirus-india-india-to-turn-off-lights-for-9-minutes-tonight-on-pms-covid-19-appeal-2206323  #NDTVNewsBeeps #coronavirus #COVID19Pandemic pic.twitter.com/eHBMcrta1T,1,0.000488034,
" Empty hospital corridors and waiting rooms in Toulon, France, prove that the government is lying on the degree of gravity of coronavirus crisis.		",0,0.000488084,
" In Bawana, India, this man was preparing to spread the coronavirus by injecting spit into the fruit.		",0,0.000488103,
" Department of Homeland Security official says illegal border crossings may spread coronavirus.		",0,0.00048816,
" A convoy carrying vaccines against COVID-19 in South Africa was attacked in the streets.		",0,0.00048816,
" A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.		",0,0.000488193,
" Some countries are throwing away bodies of coronavirus patients into the sea.		",0,0.000488203,
"A further 759 people have died in hospital in the UK with Covid-19, taking the total to 18,100

133,495 people have tested positive for coronavirus

 http://bbc.in/2VSM3H2  pic.twitter.com/3zhhDtXCgF",1,0.000488268,
" Images shows how Indian police have beaten up migrant workers amid India's lockdown for commuting		",0,0.000488311,
" People given Murga punishment in Uttar Pradesh, viral during lockdown.		",0,0.000488352,
" A picture shows the new COVID-19 cure invented in France.		",0,0.000488353,
" Gargling warm water with salt and/or vinegar kills SARS-CoV-2.		",0,0.000488401,
" All baby formula providers are shipping formula for free during the coronavirus outbreak.		",0,0.000488409,
" Claim that Indian prime minister Modi said one crore (ten million) COVID-19 infected patients have been treated for free.		",0,0.000488409,
" A Whatsapp message that pretends to be from the German Robert Koch Institute advises to take 100 grams of alcohol a day because this would help to desinfect the throat and kill the coronavirus.		",0,0.000488421,
"Just In | Two foreign nationals were quarantined in #Goa Medical College and Hospital for suspected exposure to the novel #coronavirus (COVID-19), a senior State Health Department official said.",1,0.000488471,
Why does Covid-19 kill more men than women? Researchers grapple with gender mystery  https://www.theguardian.com/world/2020/jun/25/why-does-covid-19-kill-more-men-than-women-researchers-grapple-with-gender-mystery?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1593048947 ,1,0.000488556,
"#CoronavirusPandemic | Today, #NewZealand has no active case of Covid-19 while #India is among the top five countries.
(By @PrabhashRinkoo)
 https://www.indiatoday.in/news-analysis/story/india-new-zealand-covid-19-lockdown-1687476-2020-06-10 ",1,0.000488617,
" Video of Rahul Gandhi and Priyanka Vadra Gandhi breaking 'lock down' regulations.		",0,0.000488688,
" In Spain, police officials are beating up citizens to enforce lockdown.		",0,0.00048871,
"In Opinion

Maria Repnikova writes, ""The government's handling of the Covid-19 crisis has revealed just how agile China's propaganda operations really are: They are interactive, and they readily engage with public opinion  the better to co-opt it.""
 https://nyti.ms/3etgIDh ",1,0.000488729,
" The French state gives more benefit to people who were unemployed before the COVID-19 than it does for people who are partially unemployed due to the coronavirus.		",0,0.000488732,
" Under the mayor's COVID-19 order, Kansas City ""churchgoers must register with the government.""		",0,0.000488758,
" Drinking ""water a lot and gargling with warm water and salt or vinegar eliminates"" the coronavirus.		",0,0.000488792,
" Man critical with novel coronavirus in Barhalganj, India.		",0,0.00048883,
" The German public service broadcaster ARD used false pictures of coffins from 2013 in coronavirus reports.		",0,0.000488851,
" Recording of a conversation where one claims to be a friend of the WHO India Director's brother, Saurabh, who gave him information that India will go into a complete lockdown mode from 4/15/20April to 6/15/20.		",0,0.000488869,
#COVID-19 adds to the woes of #Telangana's jailbirds. https://trib.al/CJxyKaX ,1,0.000488959,
" The WHO has decreed the ""suspension of any and all medical activities.""		",0,0.000488968,
" ""Half the workforce in the country may have just been idled"" by coronavirus.		",0,0.000488999,
" Overcrowded train carrying migrants from Mumbai to West Bengal, flouting lockdown norms in India.		",0,0.000489055,
" Video of the Kenya Government using a Maasai tribe man to impose social distancing in Kenya.		",0,0.000489065,
"PM Modi held a meeting with chief ministers on the Covid-19 outbreak via video-conferencing on Thursday.
#Coronavirus https://www.indiatoday.in/india/story/pm-modi-video-message-address-friday-morning-covid19-coronavirus-1662643-2020-04-02 ",1,0.000489079,
" Empty supermarket in Madrid after measures announced against coronavirus.		",0,0.000489154,
" Viral message claiming that disinfection will be conducted using helicopters in Poland.		",0,0.000489298,
" Carrefour is selling face masks in its physical stores above the maximum price set by the Government of Spain.		",0,0.000489323,
"Many of these excess deaths are people who count towards the coronavirus death toll

In the UK, 51,804 people had Covid-19 mentioned on their death certificates between 7 March and 5 June

But this does not account for all excess deaths

 http://bbc.in/CoronavirusExcessDeaths  pic.twitter.com/YivLSsVsTW",1,0.000489339,
" People are lying on the ground in China because they contracted the coronavirus.		",0,0.000489351,
" Image of food distributed in isolation centers in the state of Kerala, India.		",0,0.000489392,
"The fishermen, mostly adivasis from various regions of Maharashtra's Palghar district, were stranded since March 24, after Prime Minister Narendra Modi announced the nationwide lockdown to curb the spread of COVID-19.
#Maharashtra #COVID19 https://trib.al/3V96iGC ",1,0.000489482,
" French President Macron and its spouse are jetskiing during the lockdown.		",0,0.000489483,
Black funeral homes see the heavy toll of covid-19 on their communities  https://wapo.st/2VfUGvZ ,1,0.000489501,
"Watch | ""Total 13,418 COVID-19 cases in Delhi, 6,540 have recovered"": Arvind Kejriwal 

#COVID19Pandemic #Lockdown4 pic.twitter.com/sXtutfiaLs",1,0.000489573,
" Spaniards need to carry a work certificate or purchase receipts to justify to the Security Forces why they have taken to the streets under the state of alarm.		",0,0.000489599,
" COVID-19 is sparing essential workers.		",0,0.000489619,
"The Hindu spoke to families of three policemen who died of COVID-19 and they shared their stories in the aftermath.
 https://trib.al/pQng4kY ",1,0.000489648,
" Coronavirus is present at Bosch company in Bari (Puglia) because Chinese people visited the week before.		",0,0.000489707,
" In the city of Lviv (or Vinnytsia), a coughing man was thrown out of the bus.		",0,0.000489754,
" A YouTube video claiming that in 2014 Bill Gates patenteted the vaccine againt COVID-19.		",0,0.000489758,
"The #UttarPradesh government has ordered the closure of schools and colleges in the state. However, the examination centres to remain open.
#ITCard #Covid_19 #CoronavirusPandemic pic.twitter.com/oIYyKvR945",1,0.000489759,
"Cops in #Maharashtra continue to face COVID-19 challenge, 91 more policemen tested positive. 
#ITVideo #Breaking @JournoVidya @ShivAroor pic.twitter.com/aTLBZ56w6R",1,0.000489802,
" Police takes harsh step against Temple Priest for violating lockdown norms.		",0,0.000489826,
Coronavirus: Video games add 'stay at home' Covid-19 adverts  https://bbc.in/3bZZyvf ,1,0.000489874,
" ""59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.""		",0,0.000489901,
" A photo shows full vegan supermarket shelves, next to empty ones, with a caption saying ""even at a time of coronavirus, no one wants to eat vegan"".		",0,0.000489915,
" An article states that Moderna found a vaccine for Covid-19, and it will produce a billion doses by December.		",0,0.000490032,
21 new deaths as D.C. region marks largest one-day spike in covid-19 fatalities  https://wapo.st/34coHQm ,1,0.000490107,
" Pedro S nchez has a medical team of 14 people to take care of him since the coronavirus crisis.		",0,0.000490119,
" Photo of coffins of coronavirus patients who died in a single day in Italy.		",0,0.000490219,
" People in Wuhan are locked inside their houses trying to escape a building fire.		",0,0.000490273,
" Amid lockdown, Karnataka (India) chief minister Yeddyurappa attended the wedding of Kumaraswamy's son, ignoring social distancing.		",0,0.000490291,
" Hotels to remain closed in India till 15 October 2020.		",0,0.000490347,
" Indian Actor Kamal Hassan put under quarantine.		",0,0.000490349,
"Cured patients' blood can be used in fighting #COVID19: AIIMS Director  https://www.ndtv.com/india-news/plasma-therapy-with-cured-patients-blood-can-be-used-in-fighting-covid-19-aiims-director-2210605 
#Covid_19 pic.twitter.com/B2FUEbmTwW",1,0.00049045,
"Covid-19 means we're spending more time inside.

Mesmerizing polygonal landscapes may be a good substitute for nature.  https://wapo.st/2VKWe1N ",1,0.000490455,
"Peter Navarro: what Trump's Covid-19 tsar lacks in expertise, he makes up  https://www.theguardian.com/us-news/2020/apr/10/peter-navarro-what-trumps-covid-19-tsar-lacks-in-expertise-he-makes-up?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1586528035 ",1,0.00049049,
" Claim that Serbia is the first country in Europe which organized the COVID-19 Infection Disease Crisis Response Team (the members of this body are the directors of the relevant institutes and clinics, as well as representatives of other relevant bodies)		",0,0.000490493,
" China has announced the success of Egyptian serum form Dr. Hala, Health Minister of Egypt, against coronavirus		",0,0.000490523,
" China has announced the success of Egyptian serum form Dr. Hala, Health Minister of Egypt, against coronavirus		",0,0.000490523,
" A report drafted by a scientific panel appointed by Germany's Interior Ministry, declaring the COVID-19 pandemic is a ""global false alarm"", was leaked by a former employee.		",0,0.00049057,
" Photo of a mannequin being wheeled into a hospital shows the COVID-19 coverup.		",0,0.000490589,
" Indian Telecom company Jio announced a free recharge worth Rs 498 for all Indian citizens during coronavirus lockdown		",0,0.000490623,
" A publication of the website Mediterr neo Digital that states in its headline that ""the Government allows the celebration of Gay Pride in Madrid despite the coronavirus""		",0,0.000490678,
"First patient arrives at railways' COVID care center in Delhi's Shakur Basti. ""We are committed to provide all necessary help in this fight,"" tweets Minister Piyush Goyal. 

(Photos: @PiyushGoyal) pic.twitter.com/ZFau8pkAKr",1,0.000490717,
" Pope Francis ran away at a public meeting due to coronavirus fear.		",0,0.00049073,
" Filmmaker Sudhir Mishra getting beaten up by police during the lockdown for stepping out of home.		",0,0.000490748,
Trump meets with recovered covid-19 patients at the White House  https://wapo.st/3a9Q1jV ,1,0.000490868,
" The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.		",0,0.000490921,
" The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.		",0,0.000490921,
" In China there is now also an outbreak of the hantavirus, with a first recorded death.		",0,0.000490926,
" EvAU's exam is postponed to June 18 in Madrid.		",0,0.00049098,
"About 136,000 people in England currently infected with COVID-19 - study  https://reut.rs/2Aew92x  pic.twitter.com/H9pLJimVfF",1,0.000490987,
" A publication on Facebook assures that it is confirmed that ""the [Spanish] president and the three vice presidents are ill with COVID-19 and assures that the king must close the Parliament, dissolve the Cortes and take political and military control of the country.""		",0,0.000491,
" German doctor claims half of COVID-19 tests shows false positive results.		",0,0.000491003,
Italian and South Korean nationals who are granted fresh visa issued after 05.03.2020 should carry 'Tested Negative for COVID-19'  medical certificate from designated laboratories of Italy and South Korea.,1,0.000491027,
" Will lockdown cause a shortage of banknotes in ATMs?		",0,0.000491031,
" Gargling with lukewarm water mixed with salt/vinegar will remove coronavirus.		",0,0.000491044,
" Video of Migrant workers escaping from a train carrying them to Assam in Nagaon, India by stopping the train.		",0,0.000491046,
" A police officer in Bhagalpur Jail, India contracted coronavirus.		",0,0.000491075,
" The image shows a daughter crying for her coronavirus infected mother who struggling for her life.		",0,0.000491144,
" An Indian news channel claimed that coronavirus pandemic would affect 1.6 billion laborers in India.		",0,0.000491145,
The covid-19 pandemic could also lead to the spread of other preventable diseases  https://wapo.st/35TFglj ,1,0.000491159,
"In Amazon city, indigenous chief felled by COVID-19 buried with dance and singing  https://reut.rs/2LtT4cP  pic.twitter.com/sXArbTGrtd",1,0.000491167,
" Video of recent Ram Navami Celebrations in Akbarpur block (UP) despite the lockdown in the country to handle COVID-19 spread.		",0,0.000491178,
" Consuming onion and salt followed by a glass of water can cure coronavirus.		",0,0.00049118,
" Georgian doctor created medicine Corvirant which treats coronavirus.		",0,0.000491248,
" Oman is releasing pesticides in the air through helicopters to eliminate coronavirus.		",0,0.000491276,
" Bombay High Court is extending Maharashtra's lockdown to April 31.		",0,0.00049128,
" Thousands of Facebook users in the United States are sharing 1-800 numbers that are supposed to help track stimulus payments promised by the federal government under a novel coronavirus economic aid package.		",0,0.000491338,
" The text claims that there are 9 newly infected with coronavirus in Bitola.		",0,0.000491348,
"With the coronavirus having shut down much of the Philippines, the residents of Market Three, a slum in Manila, feel abandoned by the government. ""We can die of Covid-19, but we're more likely to die of hunger.  https://nyti.ms/3dRk3fo ",1,0.000491371,
" As Kalonji (Nigella) seeds have 100 per cent of Hydroxychloroquine, taking them can prevent COVID-19.		",0,0.000491377,
Recovering from coronavirus: Three harrowing stories of surviving Covid-19  https://bbc.in/2xJNiQl ,1,0.000491435,
" ID2020 is a criminal experiment. Elon Musk is responsible for making everyone wearing masks. The coronavirus was drawn in the computer program.		",0,0.00049153,
Massachusetts veterans home faces Justice Dept. investigation after dozens of covid-19 deaths  https://wapo.st/3b2ZdaM ,1,0.000491537,
" Pakistan's leading scholar Mufti Naeem suffers from coronavirus. A few days ago, he refused to close madrasas and mosques.		",0,0.00049161,
" Kozhikode District Magistrate audio clip claiming steam, saltwater gargling and drinking herbal tea can cure/resist COVID-19.		",0,0.000491643,
" Kozhikode District Magistrate audio clip claiming steam, saltwater gargling and drinking herbal tea can cure/resist COVID-19.		",0,0.000491643,
" ""Michigan Governor Gretchen Whitmer bans buying US flags during lockdown.""		",0,0.000491697,
Centre sends health teams to 20 districts worst hit by #Covid_19  https://www.ndtv.com/india-news/centre-sends-health-teams-to-20-districts-worst-hit-by-covid-19-2222673  pic.twitter.com/36YaU4XfPk,1,0.000491698,
" Amid COVID-19 lockdown, food is being distributed in the Indian State of Tamil Nadu.		",0,0.000491805,
" Madagascar does not have any cases of the coronavirus		",0,0.00049183,
" MMS, essential oils are cures for the coronavirus.		",0,0.000491873,
 Political leader from Andra Pradesh made a nurse touch his feet,0,0.000492023,
" Brazilians observed Indian Prime Minister Narendra Modi's ""lights out"" call.		",0,0.000492059,
" Dried ginger powder can cure COVID-19.		",0,0.000492065,
"""#COVID-19 does not see race, religion, caste before striking"": PM Modi

Read more here:  https://www.ndtv.com/india-news/pm-modi-says-covid-19-does-not-see-race-religion-caste-before-striking-2214518  pic.twitter.com/kExYMXjHpq",1,0.000492097,
" Image of ideal social distancing being followed in a market in Aizwal, India.		",0,0.000492168,
" A worker at the Prince hotel in Mehdipatnam (Hyderbad, India) has tested positive for coronavirus.		",0,0.000492238,
" Availability of a kit for coronavirus self-diagnosis.		",0,0.000492254,
" Availability of a kit for coronavirus self-diagnosis.		",0,0.000492254,
" Supreme Court of India has banned everyone except the Government to share any message about the coronavirus.		",0,0.000492259,
" A video of a police officer being beaten up by few people as he opposed them to offer prayers in a temple during the current lockdown, implemented in India to handle COVID-19 spread.		",0,0.000492276,
" An online survey to self-assess coronavirus symptoms.		",0,0.000492336,
" The pandemic is a fake excuse for Bill Gates to implant microchips into the global population.		",0,0.000492424,
"Accusing the Modi government of being ""insensitive towards farmers, the Congress demanded an apology from the Prime Minister and Finance Minister #NirmalaSitharaman for giving a raw deal in the COVID-19 economic package.
 https://trib.al/Z2wuhPz ",1,0.000492428,
" People in Chandni Chowk market are breaking COVID-19 lockdown because of Eid.		",0,0.000492447,
" People in Chandni Chowk market are breaking COVID-19 lockdown because of Eid.		",0,0.000492447,
" People in Chandni Chowk market are breaking COVID-19 lockdown because of Eid.		",0,0.000492447,
" A video shows a massive explosion in Wuhan, China, to control the spread of coronavirus.		",0,0.000492457,
" Taking a flu shot causes false positive results on COVID-19 tests.		",0,0.000492461,
" No deaths have been reported in Israel due to COVID-19 because they have found a cure for the disease. A solution of hot water, baking soda and lemon is the cure for COVID-19.		",0,0.0004925,
" Saddam Hussein predicted the coronavirus outbreak 40 years ago.		",0,0.000492546,
" A COVID-19 test in Germany is 37 times cheaper than in Croatia.		",0,0.000492547,
"With almost 4,000 new #Coronavirus cases reported in a day, total cases in #India are now about 82,000. 
Get the latest #CoronaVirusUpdates:  https://bit.ly/2T7qmCO 
#Covid_19india #DIU pic.twitter.com/Hz0SYODTly",1,0.000492573,
" Muslim People in China seeking refuge in Islam by reading Quran to save themselves from COVID-19.		",0,0.000492581,
" Spain will track down to location of mobile phones to control people during the lockdown.		",0,0.000492609,
Perspective: Covid-19 and your credit score: Worry about it later.  https://wapo.st/2YS98Lw ,1,0.000492705,
" China seeks court's approval to kill 20,000 coronavirus patients.		",0,0.00049273,
" China seeks court's approval to kill 20,000 coronavirus patients.		",0,0.00049273,
" Due to COVID-19 outbreak, UPSC has cancelled examinations in India.		",0,0.000492844,
" A mosque in India that was distributing relief material to Muslims during the lockdown denied help to some needy Hindus who reached there, saying that there was no facility for Hindus.		",0,0.000492902,
" Airports and train stations in Lithuania are being closed down.		",0,0.00049302,
" With the novel coronavirus sending the US economy into freefall, posts that list phone numbers for job seekers to call and find work have been shared thousands of times on Facebook and Instagram.		",0,0.000493058,
"#Pakistan records highest single-day spike in Covid-19 infections
#CoronavirusOutbreak 
Live updates:  https://bit.ly/3aTqSdr  pic.twitter.com/Jx9nFSsBFS",1,0.000493103,
"Just in | The tally of COVID-19 cases climbed to 937 in Madhya Pradesh on Wednesday. As many as 64 persons have overcome the illness, and 53 died of it in the State so far, reports @sidharth23196
#MadhyaPradesh #COVID19",1,0.000493109,
" Brahma Kamal flowers bloom after many years due to less pollution during the lockdown in India to contain COVID-19 spread.		",0,0.0004932,
" Brahma Kamal flowers bloom after many years due to less pollution during the lockdown in India to contain COVID-19 spread.		",0,0.0004932,
" A poem about people staying home was written by Kathleen O'Mara in 1869.		",0,0.000493204,
" Says a study projects Wisconsin's coronavirus cases will peak on April 26, 2020.		",0,0.000493205,
" Bitter gourd juice can cure coronavirus in just two hours.		",0,0.000493272,
" Beware of food delivery apps in India as they blow into the food before packaging it.		",0,0.000493285,
" Wearing face masks can cause carbon dioxide toxicity; can weaken immune system.		",0,0.000493303,
UK chief adviser expects COVID deaths curve to plateau for two or three weeks  https://reut.rs/2VnEA2I  pic.twitter.com/jGOpKWYL8Y,1,0.000493367,
" The photos of Ukrainian hospitals show that they are not ready, at the end of March, to accept patients with COVID-19.		",0,0.00049341,
" A video where a woman dressed like a Chef prepares food with only one glove, and she blows on it with no protections. The video would have been shot in Africa during the COVID-19 pandemic.		",0,0.00049342,
" Video of a delivery boy spitting on the slices of bread by opening the packets in the truck and resealing them for sale to spread coronavirus.		",0,0.000493422,
"Thursday's Times: ""New Covid-19 infections 'flattening out in Britain' #TomorrowsPapersToday #BBCPapers (via @hendopolis) pic.twitter.com/vH79paZFj1",1,0.000493456,
" Alcoholic gel left in the sunlight in a car made the car door melt, as this picture shows.		",0,0.000493471,
" Alcoholic gel left in the sunlight in a car made the car door melt, as this picture shows.		",0,0.000493471,
"#Watch | ""COVID-19 is more transmissible than flu"":  Dr Jerome Kim [@drjeromekim1], Director General, INTL Vaccine Institute.

#CoronavirusOutbreak #CoronavirusPandemic #NDTVExclusive pic.twitter.com/qZxIwOnM7V",1,0.000493481,
" World Health Organization (WHO) has advised people against eating bakery items amid COVID-19 outbreak.		",0,0.000493502,
" Various claims that ""the virus was made in a Chinese laboratory"".		",0,0.000493514,
" The Italian National Guard has declared that it will apply a stricter set of rules, called BLS-4, if COVID-19 has not been contained by April the 15th.		",0,0.000493567,
" Lockdown in South Africa has collapsed. People are out on the streets because due to hunger.		",0,0.000493599,
" Countries that use nivaquine (chloroquine) against malaria are not affected by coronavirus.		",0,0.000493605,
" Dr Devi Shetty has recommended these 22 steps to avoid coronavirus.		",0,0.000493619,
" A video shows man claiming to be of Tablighi Jamaat (a Muslim group) spitting on police when they were putting him into quarantine.		",0,0.000493641,
" A woman infected with the coronavirus was killed by Chinese police.		",0,0.00049367,
" Italian Prime Minister Giuseppe Conte said, ""We have lost control, we have killed the epidemic physically and mentally. Can't understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your people.""		",0,0.0004937,
" Interview of HDFC Bank Managing Director Aditya Puri about why india will survive COVID-19 and make it big		",0,0.000493825,
" The father of Pablo Iglesias, vice president of Spain, is hospitalized at the Clinical Hospital of Salamanca.		",0,0.000493836,
" Joy Arakkal', the owner of 'Joyalukkas' jewellery company, has died due to COVID-19 in the Middle East.		",0,0.00049388,
" Joy Arakkal', the owner of 'Joyalukkas' jewellery company, has died due to COVID-19 in the Middle East.		",0,0.00049388,
" Availability of a kit for coronavirus self-diagnosis in Italy.		",0,0.000493915,
" WHO issued proposal for extending lockdowns to control COVID-19.		",0,0.000493941,
" WHO issued proposal for extending lockdowns to control COVID-19.		",0,0.000493941,
" A legal decree in France, published on 3/15/20, sets the ground for the use of the army in the fight against the novel coronavirus.		",0,0.000494006,
"Just in | 13 more COVID-19 positive cases in Bihar were reported, taking the state's tally to 126. Out of 13,  four cases are from Buxar, one from Patna and another Rohtas district each and seven from Munger district, reports @AmarnathTewary",1,0.000494063,
" People can't use the right of withdrawal at work because of the outbreak.		",0,0.000494092,
UK business minister tested for COVID-19 after lawmakers return to parliament  https://reut.rs/2BvD4Fo  pic.twitter.com/MwYuihamIA,1,0.000494094,
" Muslims are violating the ongoing lockdown norms which prohibits religious gatherings.		",0,0.000494106,
"he highest number of 25 COVID-19 positive cases were detected in Jaipur, followed by 11 in Jodhpur and 10 in Jhalawar.",1,0.000494193,
" China took advantage of the coronavirus crisis to buy back stocks from its technology companies belonging to foreign investors.		",0,0.000494272,
