text,true_label,pred_prob,pred_label,pred_cat
New COVID-19 cases in New York coming from people leaving home: Cuomo  https://uk.reuters.com/article/us-health-coronavirus-usa-ny-idUKKBN22S0S8?taid=5ec03a837d33a000011d3e13&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/sxcVyPP0un,1,99.11639,1.0,真新闻
"Fearing COVID-19, biggest U.S. university system makes fall term virtual  https://uk.reuters.com/article/uk-health-coronavirus-usa-university-idUKKBN22S01D?taid=5ebf6fce70bced00012afaf8&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/s825L1Umom",1,95.07872,1.0,真新闻
New COVID-19 cases in New York coming from people leaving home - Cuomo  https://uk.reuters.com/article/uk-health-coronavirus-usa-idUKKBN22S0S6?taid=5ec06aa1691abf0001ee8c27&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/ASwrbTYMtY,1,99.661644,1.0,真新闻
New COVID-19 cases in New York coming from people leaving home - Cuomo  https://uk.reuters.com/article/uk-health-coronavirus-usa-idUKKBN22S0S6?taid=5ec02d767d33a000011d3de8&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/T86WetrZam,1,99.661644,1.0,真新闻
Hungary to gradually lift COVID-19 lockdown in Budapest from Monday - PM Orban  https://uk.reuters.com/article/uk-health-coronavirus-hungary-lockdown-idUKKBN22S0KP?taid=5ec031fd691abf0001ee8b4b&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/eHO0SAuCIw,1,57.485123,1.0,真新闻
UK researchers test dogs' ability to sniff out COVID-19  https://uk.reuters.com/article/uk-health-coronavirus-britain-dogs-idUKKBN22R3ET?taid=5ebf353570bced00012afa11&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/6ED1T5tV6O,1,94.9039,1.0,真新闻
China urges food companies to boost supplies on fears of further COVID-19 disruption  https://uk.reuters.com/article/us-health-coronavirus-china-food-idUKKBN22T052?taid=5ec0db14691abf0001ee8dc9&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/y19AxN1l8w,1,98.62593,1.0,真新闻
Temporary layoff schemes no cure-all in slow COVID recovery  https://uk.reuters.com/article/uk-health-coronavirus-unemployment-idUKKBN22T05P?taid=5ec1367c70bced00012b0124&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/dSzSrjSifu,1,69.65655,1.0,真新闻
U.S. FDA suspends Gates-backed at-home COVID-19 testing program  https://uk.reuters.com/article/uk-health-coronavirus-tests-idUKKBN22S0R8?taid=5ec0a9dc691abf0001ee8d18&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/gOkIKAuxrI,1,99.85609,1.0,真新闻
China's Wuhan nearly doubles number of COVID-19 tests per day  https://uk.reuters.com/article/uk-health-coronavirus-china-wuhan-idUKKBN22T0GT?taid=5ec1600b691abf0001ee8fd9&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/zRduvhoUYc,1,97.92475,1.0,真新闻
"Moderna's COVID-19 vaccine shows promise in early study, shares soar  https://uk.reuters.com/article/us-health-coronavirus-moderna-idUKKBN22U1KQ?taid=5ec2b6a4d45cf900016486b1&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/N25B6NBNmS",1,99.80168,1.0,真新闻
Moderna's experimental COVID-19 vaccine shows promise in early-stage study  https://uk.reuters.com/article/uk-health-coronavirus-moderna-idUKKBN22U1O6?taid=5ec2a41cd45cf90001648665&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/V68bCEncdm,1,99.73476,1.0,真新闻
"Bank of England, facing COVID slump, revives negative rates talk  https://uk.reuters.com/article/uk-health-coronavirus-britain-boe-idUKKBN22U1OY?taid=5ec2f175ae508400012a7084&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/9g35jkZnsG",1,97.7089,1.0,真新闻
Sweden tops Europe COVID-19 deaths per capita over last seven days  https://uk.reuters.com/article/uk-health-coronavirus-sweden-casualties-idUKKBN22V26V?taid=5ec40aabfe7ea00001579215&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/mmxN1fY07N,1,72.876205,1.0,真新闻
"UK COVID-19 death toll nears 43,000 as scrutiny over strategy grows  https://uk.reuters.com/article/uk-health-coronavirus-britain-toll-idUKKBN22V12Q?taid=5ec3eea0fe7ea0000157919b&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/yqEzWTaOpP",1,96.84534,1.0,真新闻
"UK COVID-19 death toll nears 43,000 - official data  https://uk.reuters.com/article/uk-health-coronavirus-britain-toll-idUKKBN22V12Q?taid=5ec3af34fd929f0001f0cc1a&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/F21lbJReek",1,61.86978,1.0,真新闻
"Children with COVID-19 may be less contagious than adults, two UK epidemiologists say  https://uk.reuters.com/article/uk-health-coronavirus-britain-epidemiolo-idUKKBN22V1JV?taid=5ec4245dfd929f0001f0cdeb&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/HSeKzeoODC",1,44.138515,1.0,真新闻
Brazilian doctors medevac indigenous COVID-19 cases to Amazon city  https://uk.reuters.com/article/uk-health-coronavirus-brazil-indigenous-idUKKBN22V011?taid=5ec366a4aa4703000103bb7d&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/JR8RBFGhnM,1,93.73626,1.0,真新闻
"India, U.S. to collaborate on #COVID-19 vaccine trials', say U.S. health officials  https://trib.al/dY0a3x6 ",1,1.9331524,1.0,真新闻
A nurse struggled with COVID-19 trauma. He was found dead in his car  https://uk.reuters.com/article/us-health-coronavirus-nurse-death-insigh-idUKKBN22W1JD?taid=5ec5471daa4703000103c2b5&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/psdMXCAo9r,1,1.8085821,1.0,真新闻
Explainer: Do children spread COVID-19? Risks as schools consider reopening  https://uk.reuters.com/article/us-health-coronavirus-children-explainer-idUKKBN22V33B?taid=5ec48285fe7ea000015793f0&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/MoqOvgdFZI,1,99.26389,1.0,真新闻
Sweden tops Europe COVID-19 deaths per capita over last 7 days  https://uk.reuters.com/article/uk-health-coronavirus-sweden-casualties-idUKKBN22V26V?taid=5ec58674aa4703000103c3b8&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/VEVPPUpZCP,1,72.19646,1.0,真新闻
GSK ties up with gene editing start-up Mammoth for COVID-19 test  https://uk.reuters.com/article/uk-health-coronavirus-gsk-mammoth-idUKKBN22W2HQ?taid=5ec57f06fd929f0001f0d3bd&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/gRv9beO32K,1,84.632385,1.0,真新闻
Unions say Ryanair exaggerating COVID threat to undermine conditions  https://uk.reuters.com/article/uk-health-conornavirus-ryanair-idUKKBN22W1YZ?taid=5ec58d79fd929f0001f0d409&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/F6hCFYCoch,1,96.30205,1.0,真新闻
U.S. secures 300 million doses of potential AstraZeneca COVID-19 vaccine  https://uk.reuters.com/article/us-health-coronavirus-astrazeneca-idUKKBN22X0J9?taid=5ec691affe7ea00001579b8e&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/VvWQ6vpeeP,1,99.75256,1.0,真新闻
"UK economy stuck in COVID slump, pace of slide eases in May - PMI  https://uk.reuters.com/article/uk-health-coronavirus-britain-economy-idUKKBN22X0VJ?taid=5ec6c063aa4703000103c871&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/TPP6mcdC2Y",1,98.408005,1.0,真新闻
UK economy shows signs of bottoming out after COVID crash - PMIs  https://uk.reuters.com/article/uk-health-coronavirus-britain-economy-idUKKBN22X0VJ?taid=5ec66047fe7ea00001579ad1&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/zZNmjHCq18,1,95.973404,1.0,真新闻
U.S. secures 300 million doses of potential AstraZeneca COVID-19 vaccine  https://uk.reuters.com/article/uk-health-coronavirus-astrazeneca-idUKKBN22X0UW?taid=5ec65963fe7ea00001579ab5&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/1nwPzULHpP,1,99.84029,1.0,真新闻
How one Indian company could be world's door to a COVID-19 vaccine  https://uk.reuters.com/article/us-health-coronavirus-india-serum-insigh-idUKKBN22Y2BI?taid=5ec85395c4c54c00017f12a7&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/hVhqTBZXk0,1,73.34786,1.0,真新闻
"UK borrowing soars, retail sales plunge as COVID hits economy  https://uk.reuters.com/article/us-health-coronavirus-britain-economy-idUKKBN22Y0R6?taid=5ec782fec4c54c0001299331&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/ydWvVwyFs4",1,68.091324,1.0,真新闻
Kante prepared to miss rest of season due to COVID-19 concerns - reports  https://uk.reuters.com/article/uk-health-coronavirus-soccer-che-kante-idUKKBN22Y2S4?taid=5ec85a9dbbdff20001f193c2&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/8m0BD1NbGg,1,68.32309,1.0,真新闻
French court orders insurer AXA to pay restaurant's COVID-19 losses  https://uk.reuters.com/article/uk-health-coronavirus-insurance-axa-idUKKBN22Y26F?taid=5ec81350fb44e00001b15835&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/Xcn2uXo5ak,1,99.47412,1.0,真新闻
Full disclosure? Hedge funds navigate COVID health questions  https://uk.reuters.com/article/uk-health-coronavirus-hedgefunds-idUKKBN22Y0PM?taid=5ec78556c4c54c0001299334&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/Icu9KK0FHa,1,98.33213,1.0,真新闻
A young woman makes COVID-19 warning her dad's final gift to the world  https://uk.reuters.com/article/uk-health-coronavirus-grief-idUKKBN22Y1B2?taid=5ec7f2e3fb44e00001b157af&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/SmGWhBVs0g,1,15.407723,1.0,真新闻
"Children with COVID-19 may have lower infectivity than adults, UK scientists say  https://uk.reuters.com/article/uk-health-coronavirus-britain-education-idUKKBN22Y1UG?taid=5ec803f1c4c54c00017f1176&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/lD2G6mhhXM",1,98.72513,1.0,真新闻
Nobel winner attacks lack of British leadership through COVID-19  https://uk.reuters.com/article/uk-health-coronavirus-britain-criticism-idUKKBN22Y11V?taid=5ec7a5a9c4c54c00012993cc&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/q0FBguqF9s,1,58.228867,1.0,真新闻
Bank of England to phase out some emergency COVID support  https://uk.reuters.com/article/uk-britain-boe-ctrf-idUKKBN22Y1CW?taid=5ec806fdfb44e00001b15808&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/zVLPLbqo9O,1,88.97938,1.0,真新闻
"South America a new COVID epicenter, Africa reaches 100,000 cases, WHO says  https://uk.reuters.com/article/us-health-coronavirus-who-regions-idUKKBN22Y2IV?taid=5ec8aca4fb44e00001b15ac4&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/M8QAjIeShL",1,18.684717,1.0,真新闻
UK eyes cuts to Huawei's 5G network involvement in wake of COVID-19: report  https://uk.reuters.com/article/us-health-coronavirus-britain-huawei-tec-idUKKBN22Y2VB?taid=5ec876bec4c54c00017f1335&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/FRBhtfb6rg,1,5.924035,1.0,真新闻
"Special Report: In Oklahoma pork-packing town, COVID stirs fear, faith and sorrow  https://uk.reuters.com/article/uk-health-coronavirus-meat-plant-special-idUKKBN22Z0SI?taid=5ec9a515fb44e00001b15e5e&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/Tnb3hsAaKE",1,58.82366,1.0,真新闻
"UK COVID-19 death toll rises 282 to 36,675  https://uk.reuters.com/article/uk-health-coronavirus-britain-toll-idUKKBN22Z0NT?taid=5ec95c6cc4c54c00017f163b&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/nKBw86ajtv",1,72.891014,1.0,真新闻
One-hour COVID-19 test being trialed at hospitals around London  https://uk.reuters.com/article/uk-health-coronavirus-britain-test-idUKKBN22Z0NE?taid=5ec9530dc4c54c00017f161c&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/6Rgy4zcz44,1,99.82286,1.0,真新闻
COVID-19 distancing compels shifts at the beach on crowded U.S. Memorial Day weekend  https://uk.reuters.com/article/uk-health-coronavirus-usa-memorialday-idUKKBN22Z0T8?taid=5ec9c142bbdff2000163fa45&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/TDiMGaZYpn,1,94.174286,1.0,真新闻
"Special Report: In Oklahoma pork-packing town, COVID stirs fear, faith and sorrow  https://uk.reuters.com/article/uk-health-coronavirus-meat-plant-special-idUKKBN22Z0SI?taid=5eca046cbbdff2000163fb04&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/0gOcNu9oFq",1,58.82366,1.0,真新闻
Germany tries to trace people who attended church service at which COVID-19 spread  https://uk.reuters.com/article/uk-health-coronavirus-germany-idUKKBN2300JP?taid=5ecac55cfb44e00001b1620a&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/xEVr071kvi,1,12.183516,1.0,真新闻
WHO warns of 'second peak' in areas where COVID-19 declining  https://uk.reuters.com/article/us-health-coronavirus-who-peak-idUKKBN2311VJ?taid=5ecc24ed34b9fa0001dabad6&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/pU7QJJLrHa,1,95.49978,1.0,真新闻
"COVID-19 deaths in Sweden top 4,000 - Public Health Agency  https://uk.reuters.com/article/uk-health-coronavirus-sweden-toll-idUKKBN2311B9?taid=5ecbe70b34b9fa0001dab9fa&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/LxPqidNu7E",1,95.87611,1.0,真新闻
China reports 11 new mainland COVID-19 cases versus three a day earlier  https://uk.reuters.com/article/uk-health-coronavirus-china-cases-idUKKBN23102J?taid=5ecb56b234b9fa0001dab80c&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/luGxL6Y7ZU,1,88.07252,1.0,真新闻
Hospital in English tourist town stops taking patients due to COVID spike  https://uk.reuters.com/article/uk-health-coronavirus-britain-hospital-idUKKBN23112Y?taid=5ecbbb754d8fc400014202f6&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/x8UewVhOsc,1,96.225235,1.0,真新闻
Red Cross urges halt to cyberattacks on healthcare sector amid COVID-19  https://uk.reuters.com/article/us-health-coronavirus-redcross-idUKKBN2320DN?taid=5eccaf3534b9fa0001dabcd8&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/choUFNWvKS,1,97.70421,1.0,真新闻
Britain to provide anti-viral drug remdesivir to some COVID-19 patients  https://uk.reuters.com/article/us-health-coronavirus-britain-remdesivir-idUKKBN2321BQ?taid=5ecd41c79e7b1b0001fda656&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/UMyxuE6DkY,1,98.95531,1.0,真新闻
"UK COVID-19 death toll tops 47,000 as pressure heaps on PM Johnson  https://uk.reuters.com/article/us-health-coronavirus-britain-casualties-idUKKBN23211E?taid=5ecd6f6f34b9fa00015b93dc&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/GVjek1dVI0",1,20.704403,1.0,真新闻
"UK COVID-19 death toll tops 47,000 as pressure heaps on PM Johnson  https://uk.reuters.com/article/us-health-coronavirus-britain-casualties-idUKKBN23211E?taid=5ecd32754d8fc40001e3b6b6&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/IHBqOXsHZ4",1,20.704403,1.0,真新闻
"UK COVID-19 death toll tops 47,000  https://uk.reuters.com/article/us-health-coronavirus-britain-casualties-idUKKBN23211E?taid=5eccf0e134b9fa0001dabdc3&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/xuv6DLzYGe",1,98.63342,1.0,真新闻
WHO pauses trial of hydroxychloroquine in COVID-19 patients due to safety concerns  https://uk.reuters.com/article/uk-health-coronavirus-who-hydroxychloroq-idUKKBN23127O?taid=5ecc875d34b9fa0001dabc48&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/bXkEXGaxK8,1,98.11086,1.0,真新闻
France again ranks No. 4 in COVID-19 deaths as Spain revises tally  https://uk.reuters.com/article/uk-health-coronavirus-france-casualties-idUKKBN23124B?taid=5ecc64354d8fc400014204fe&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/0MaqtaQyhn,1,86.95063,1.0,真新闻
"UK COVID-19 confirmed death toll rises 134 to 37,048  https://uk.reuters.com/article/uk-health-coronavirus-britain-toll-idUKKBN23222L?taid=5ecd478d4d8fc40001e3b6f8&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/vkb4iUreZw",1,99.64287,1.0,真新闻
"UK COVID-19 death toll tops 47,000 as pressure heaps on PM Johnson  https://uk.reuters.com/article/uk-health-coronavirus-britain-casualties-idUKKBN232118?taid=5ecd34cd4d8fc40001e3b6b9&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/tjzTIzGUl1",1,47.06152,1.0,真新闻
"The U.S. Supreme Court refused a Trump administration request to block a ruling requiring prison officials to move more than 800 older or medically vulnerable prisoners from a facility in Ohio that has seen 9 deaths from Covid-19
 https://nyti.ms/2XAEwhb ",1,0.2731211,1.0,真新闻
"France, Italy, Belgium act to stop use of hydroxychloroquine for COVID-19 on safety fears  https://uk.reuters.com/article/uk-health-coronavirus-hydroxychloroquine-idUKKBN23319B?taid=5ecead8b9e7b1b0001fdac34&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/0yNxZJYFNr",1,2.5901005,1.0,真新闻
"In Brazil's shadow, laid-back Uruguay curbs COVID-19  https://uk.reuters.com/article/us-health-coronavirus-uruguay-idUKKBN2340EG?taid=5ecf5b9a4d8fc40001e3beee&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/iI391S5KiM",1,40.68267,1.0,真新闻
"Google sees resurgence in state-backed hacking, phishing related to COVID-19  https://uk.reuters.com/article/us-health-coronavirus-cyber-idUKKBN2340CH?taid=5ecf56009e7b1b0001fdaeec&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/4e7wlSeTJR",1,90.460144,1.0,真新闻
England's COVID-19 test and trace system begins as adviser row rumbles on  https://uk.reuters.com/article/us-health-coronavirus-britain-idUKKBN2340RZ?taid=5ecfe5fe842569000110b24a&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/8i2UG4V2mQ,1,98.59373,1.0,真新闻
AstraZeneca partners with Oxford Biomedica to expand COVID-19 vaccine manufacturing capacity  https://uk.reuters.com/article/uk-oxford-biomedica-astrazeneca-supply-a-idUKKBN2341V0?taid=5ecfd31cb4f70100016316bb&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/TfsqCGkY05,1,95.99234,1.0,真新闻
S&P cuts Rolls-Royce credit rating to junk on COVID-19 hit  https://uk.reuters.com/article/uk-health-coronavirus-rolls-royce-hldg-idUKKBN2343DD?taid=5ed04aa4b4f70100016318c9&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/O8fYvgqso6,1,93.7158,1.0,真新闻
"UK employers should pay wages of those asked to isolate by COVID-19 trace system, minister says  https://uk.reuters.com/article/uk-health-coronavirus-britain-idUKKBN2340RT?taid=5ecf693034b9fa00015b9b5c&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/UaYSmiYzry",1,39.600727,1.0,真新闻
"UK economy to struggle to recover from ""searing"" COVID blow - BoE's Saunders  https://uk.reuters.com/article/uk-health-coronavirus-britain-boe-idUKKBN2341H7?taid=5ecfc50c842569000110b1d5&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/tfJpcXHB96",1,93.287384,1.0,真新闻
"UK COVID-19 confirmed death toll rises 324 to 38,161  https://uk.reuters.com/article/us-health-coronavirus-britain-toll-idUKKBN2352GX?taid=5ed15381710ac20001b0cc1c&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/dQgbuf47ni",1,99.18139,1.0,真新闻
Twitter flags China spokesman's tweet on COVID-19  https://uk.reuters.com/article/uk-twitter-china-factcheck-idUKKBN23506M?taid=5ed09a2ab4f7010001631a2e&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/bovwfuCx6t,1,99.85119,1.0,真新闻
"WHO, 37 countries launch alliance to share tools to battle COVID-19  https://uk.reuters.com/article/uk-health-coronavirus-who-idUKKBN2352BO?taid=5ed163ef710ac20001b0cc60&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/Ludo1p3V0s",1,90.98569,1.0,真新闻
"Britain needs to start tapering its COVID furlough scheme, minister says  https://uk.reuters.com/article/uk-health-coronavirus-britain-eustice-idUKKBN2350NH?taid=5ed0b80ab4f7010001631aaa&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/U9ePj2OVSp",1,99.80399,1.0,真新闻
Exclusive: Sanofi stops enrolling COVID-19 patients in hydroxychloroquine trials  https://uk.reuters.com/article/uk-healthcare-coronavirus-hydroxychloroq-idUKKBN2352I7?taid=5ed16af7710ac20001b0cc85&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/dsnMeG361x,1,92.16298,1.0,真新闻
"England risks COVID-19 resurgence by ending lockdown too soon, scientific advisers say  https://uk.reuters.com/article/uk-health-coronavirus-britain-idUKKBN2360A0?taid=5ed287fdb4f7010001632228&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/boq6iOLXmp",1,99.94639,1.0,真新闻
Bosnians protest as officials accused of COVID-19 graft  https://uk.reuters.com/article/uk-bosnia-protest-idUKKBN2360JB?taid=5ed2bc83710ac20001b0d162&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/qrWrS6H2YV,1,48.67504,1.0,真新闻
"No COVID-19 deaths reported in Sweden in 24 hours, but weekend figures typically delayed  https://uk.reuters.com/article/uk-health-coronavirus-sweden-casualties-idUKKBN2370GS?taid=5ed3d05db4f70100016326fc&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/wV6GFjGsM3",1,4.593256,1.0,真新闻
French COVID-19 cases show further decline  https://uk.reuters.com/article/uk-health-coronavirus-france-casualties-idUKKBN2370L1?taid=5ed3f7b0b4f701000163279d&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/0RfOmsFHjV,1,81.735176,1.0,真新闻
MPs shielding from Covid-19 allowed proxy vote in Johnson U-turn  https://www.theguardian.com/politics/2020/jun/03/mps-shielding-from-covid-19-allowed-proxy-vote-in-johnson-u-turn?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1591209048 ,1,0.3145888,1.0,真新闻
"UK COVID-19 death toll surpasses 50,000 - Reuters tally  https://reut.rs/2XuPk1k  pic.twitter.com/KqZciiSNJ9",1,73.7812,1.0,真新闻
"On Tuesday, 38 people were found positive for COVID-19 and total positive cases till date stand at 691. A total of 423 patients have recovered so far. There are 258 active cases now: Sunil Dohare, Gautam Buddh Nagar District Surveillance Officer 
#Noida https://www.indiatoday.in/india/story/noida-covid-19-death-toll-rises-10-tally-nears-700-1687328-2020-06-09 ",1,0.2298967,1.0,真新闻
"UK COVID-19 death toll nears 52,000, Reuters tally shows  https://reut.rs/2UnQPMH  pic.twitter.com/HbMhwgdaQG",1,69.93509,1.0,真新闻
Stock markets fall heavily as another 1.5m Americans claim benefits amid Covid-19 crisis  business live  https://www.theguardian.com/business/live/2020/jun/11/global-stock-markets-federal-reserve-jerome-powell-ftse-dollar-pound-covid-19-business-live?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1591881820 ,1,13.323455,1.0,真新闻
"From crowded tubes to pedal power, London's COVID transport challenge  https://uk.reuters.com/article/uk-health-coronavirus-london-transport-idUKKBN23M0H5?taid=5ee78cca368a070001c9758f&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/mvwSP1CXzr",1,58.79794,1.0,真新闻
Thai trials of COVID-19 vaccine reach make-or-break stage  https://uk.reuters.com/article/us-health-coronavirus-thailand-vaccine-idUKKBN23T1LV?taid=5ef0e396b353e800011546cc&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/stFvu3PhJx,1,99.523384,1.0,真新闻
