text,true_label,pred_prob,pred_label,pred_cat
 Taking chlorine dioxide helps fight coronavirus.		,0,5.1880643e-06,,不确定
 Children in Oregon may be taken away if their parent or legal guardian tests positive for COVID-19.		,0,5.2344126e-06,,不确定
 An article claims that a nearly $50 million United Nations humanitarian aid package to Ecuador is conditional on the South American country legalizing abortions.		,0,4.729243e-06,,不确定
" Dolores Cahill in Computing Forever interview claims that taking vitamins C and D as well as zinc boosts the immune system against COVID-19, that hydroxychloroquine has been proven effective against COVID-19, and that COVID-19 patients who recover are immune for life, among others.		",0,5.9958275e-06,,不确定
 Priyanka Gandhi has started buses to help migrants travel during the COVID-19 lockdown.		,0,5.0016715e-06,,不确定
 A photo of a queue of buses in India has been shared thousands of times on Facebook and Twitter alongside a claim they were organised by a leading opposition politician to transport migrant workers who were left stranded after a nationwide coronavirus lockdown.		,0,7.225769e-06,,不确定
 Priyanka Gandhi has started buses to help migrants travel during the COVID-19 lockdown.		,0,5.0016715e-06,,不确定
 Popular Indian film actor John Abraham was caught violating lockdown while roaming in his Lamborghini.		,0,5.965604e-06,,不确定
" Video of leopard roaming on road during lockdown is from Delhi, India.		",0,4.658348e-06,,不确定
 A Rohingya Muslim was terrified thinking a doctor had placed a gun on his head when the doctor was actually doing a thermal scan using a machine.		,0,6.530042e-06,,不确定
 A photo of a queue of buses in India has been shared thousands of times on Facebook and Twitter alongside a claim they were organised by a leading opposition politician to transport migrant workers who were left stranded after a nationwide coronavirus lockdown.		,0,7.225769e-06,,不确定
 A text claiming COVID-19 can be transmitted by mosquitoes.		,0,6.7897336e-06,,不确定
 Renowned cardiac surgeon Dr Devi Shetty has issued a list of 22 suggestions to be followed for one year to protect oneself against coronavirus.		,0,5.660303e-06,,不确定
 A text claiming COVID-19 can be transmitted by mosquitoes.		,0,6.7897336e-06,,不确定
 The UN is asking for help from Donald Trump for serious human rights violations in Italy during the management of the COVID-19 pandemic.		,0,4.503437e-06,,不确定
 The UN is asking for help from Donald Trump for serious human rights violations in Italy during the management of the COVID-19 pandemic.		,0,4.503437e-06,,不确定
" A picture claiming that ""Bill Gates' vaccines"" would have paralyzed 496k children in India.		",0,5.438755e-06,,不确定
" A video where a young man who speaks English with a British accent and who claims to be a telecommunications engineer who installs 5G towers claims to have found a piece on an electronic circuit that bears the inscription ""COV-19"".		",0,5.893719e-06,,不确定
" A chain that circulates through WhatsApp that says that the coronavirus is not a virus, ""as we have been led to believe"", but is ""a bacterium, amplified by 5G electromagnetic radiation that also produces inflammation and hypoxia"".		",0,5.1058637e-06,,不确定
 Bill Gates spreads viruses to profit on vaccines.		,0,7.1712475e-06,,不确定
 Bill Gates spreads viruses to profit on vaccines.		,0,7.1712475e-06,,不确定
 Travel in public transport in Kyiv will rise after the lockdown is lifted.		,0,4.643826e-06,,不确定
 ID2020 is a criminal experiment. Elon Musk is responsible for making everyone wearing masks. The coronavirus was drawn in the computer program.		,0,4.9153036e-06,,不确定
" Claim that President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""		",0,5.152957e-06,,不确定
" ""The new Dane County lockdown policy... (has) effectively killed Badger football, hockey, and basketball for 2020.""		",0,5.9117892e-06,,不确定
" ""The new Dane County lockdown policy... (has) effectively killed Badger football, hockey, and basketball for 2020.""		",0,5.9117892e-06,,不确定
" Claim that President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""		",0,5.152957e-06,,不确定
" President Donald Trump ""cancelled"" the U.S. House bill on contract tracing and ""expelled WHO.""		",0,1.7542112e-05,,不确定
" President Donald Trump ""cancelled"" the U.S. House bill on contract tracing and ""expelled WHO.""		",0,1.7542112e-05,,不确定
" President Donald Trump ""cancelled"" the U.S. House bill on contract tracing and ""expelled WHO.""		",0,1.7542112e-05,,不确定
" The German government billed China for 130 billion pounds in ""coronavirus damages.""		",0,6.3968423e-06,,不确定
" The German government billed China for 130 billion pounds in ""coronavirus damages.""		",0,6.3968423e-06,,不确定
 French champion of chloroquine Didier Raoult is leaving France to teach in China.		,0,6.329563e-06,,不确定
 EUMM (European Union Monitoring Mission) is collecting biologial materials for dangerous experiments in the Lugar Lab alongside South Ossetian border. This is provied by the photos of medical car accompanying the mission patrols.		,0,7.402655e-06,,不确定
 Bill Gates admitted that he wants to vaccinate everyone because he makes 2000 percent profit with vaccines.		,0,4.8122274e-06,,不确定
 Bill Gates admitted that he wants to vaccinate everyone because he makes 2000 percent profit with vaccines.		,0,4.8122274e-06,,不确定
" A doctor from Kasturba Hospital suggested to not wear masks all the time because otherwise, it could cause death.		",0,5.4464995e-06,,不确定
 A family friend of prominent playwright Ratnakar Matkari said he was infected with coronavirus through outside mild packages.		,0,5.2879027e-06,,不确定
 Mall in Saudi Arabia is crowded after the lockdown has been lifted.		,0,4.8119978e-06,,不确定
 The Indian Council of Medical Research (ICMR) has issued guidelines about the post-lockdown phase.		,0,4.576227e-06,,不确定
 US President Donald Trump tested positive for coronavirus.		,0,4.7585954e-06,,不确定
 RSS chief Mohan Bhagwat said he has lost faith in religion due to coronavirus pandemic.		,0,6.2523563e-06,,不确定
 The President of the United States of America Donald Trump has been tested positive for COVID-19.		,0,4.845125e-06,,不确定
 Indian Prime Minister Narendra Modi was appointed as a chairman of WHO.		,0,4.8681723e-06,,不确定
 RSS Chief Mohan Bhagwant's said that COVID-19 shook his faith in religion.		,0,6.2993695e-06,,不确定
" A blog article stating that COVID-19 has been misdiagnosed, as the deaths would be caused by problems linked with thrombosis in the first place. According to the article, the two scientists who discovered this have received an ""international prize""		",0,5.147878e-06,,不确定
 A Whatsapp message stating that Ikea is giving out ?250 gift cards for free.		,0,4.5568563e-06,,不确定
" Claim that two-week isolation measures do not apply to North Macedonian President Stevo Pendarovski as they do to the leaders of SDSM and VMRO-DPMNE, Zoran Zaev and Hristijan Mickoski, after they were in contact with a journalist positive to coronavirus.		",0,7.3973483e-06,,不确定
" No one died from COVID-19, but due to other previous illnesses, says a German doctor.		",0,4.605781e-06,,不确定
" No one died from COVID-19, but due to other previous illnesses, says a German doctor.		",0,4.605781e-06,,不确定
 The first test results for the Moderna vaccine are disappointing.		,0,5.1207317e-06,,不确定
 German police can enter homes and forcibly vaccinate people.		,0,5.063058e-06,,不确定
 The image shows Los Angeles County Department of Public Health Director Dr. Barbara Ferrer looking sickly.		,0,4.6127084e-06,,不确定
 Top White House coronavirus adviser Dr. Anthony Fauci served on the Clinton Foundation's board of directors for 20 years.		,0,5.299509e-06,,不确定
" People who have received flu vaccines in the past three to five years will ""probably test positive"" for COVID-19.		",0,5.377402e-06,,不确定
" People who have received flu vaccines in the past three to five years will ""probably test positive"" for COVID-19.		",0,5.377402e-06,,不确定
 Top White House coronavirus adviser Dr. Anthony Fauci served on the Clinton Foundation's board of directors for 20 years.		,0,5.299509e-06,,不确定
 The image shows Los Angeles County Department of Public Health Director Dr. Barbara Ferrer looking sickly.		,0,4.6127084e-06,,不确定
 Top White House coronavirus adviser Dr. Anthony Fauci served on the Clinton Foundation's board of directors for 20 years.		,0,5.299509e-06,,不确定
" Michigan Gov. Gretchen Whitmer's family spent May 20 at her second home, breaking her own stay-at-home orders.		",0,5.1536545e-06,,不确定
" People who have received flu vaccines in the past three to five years will ""probably test positive"" for COVID-19.		",0,5.377402e-06,,不确定
 The image shows Los Angeles County Department of Public Health Director Dr. Barbara Ferrer looking sickly.		,0,4.6127084e-06,,不确定
 Georgian doctor created medicine Corvirant which treats coronavirus.		,0,4.912478e-06,,不确定
 Bill Gates and Anthony Fauci seen walking in close proximity without mask during the coronavirus pendemic.		,0,6.5234876e-06,,不确定
 Member of Indian parliament Rahul Gandhi hired actors to act as migrants who he was helping during the COVID-19 lockdown.		,0,4.5391e-06,,不确定
" Video shows an overcrowded Madina market in Hyderabad, India, where people are shopping for Eid.		",0,4.879327e-06,,不确定
 Bill Gates and Anthony Fauci seen walking in close proximity without mask during the coronavirus pendemic.		,0,6.5234876e-06,,不确定
 Bill Gates and Anthony Fauci seen walking in close proximity without mask during the coronavirus pendemic.		,0,6.5234876e-06,,不确定
 COVID-19 is being listed as the cause of death for people who did not have the illness when they died in Ireland.		,0,5.015385e-06,,不确定
 A blog article which says that the Italian doctors and experts in charge of the coronavirus emergency are the least respected ones in the international scientific community.		,0,4.969663e-06,,不确定
" A blog article stating that the WHO paid the president of Madagascar to ""poison the cure for coronavirus"".		",0,4.617726e-06,,不确定
 The use of face masks increases the risk of developing Covid-19.		,0,5.0932535e-06,,不确定
 The use of face masks increases the risk of developing Covid-19.		,0,5.0932535e-06,,不确定
 Lithuanian parliament member said that there are some very serious reasons to believe that virus was made artificialy in a laboratory and everything is related to Gates and other millionaires plan to create artificial virus just to sell vaccines afterwards.		,0,5.501396e-06,,不确定
" A video on Youtube claims that European Commission's implementing regulation (EU) 2020/666 gives ways to implant microchips to humans in the EU. The theory is linked to mass vaccination that ""surely awaits"" after the pandemic will receed.		",0,6.3885695e-06,,不确定
" The Covid-19 pandemic ""was combined at a meeting"" in 2019 sponsored by the Bill & Melinda Gates Foundation.		",0,5.3676054e-06,,不确定
" The Covid-19 pandemic ""was combined at a meeting"" in 2019 sponsored by the Bill & Melinda Gates Foundation.		",0,5.3676054e-06,,不确定
" Myrtle Beach, South Carolina, reported 220,000 new coronavirus cases in 72 hours.		",0,6.774185e-06,,不确定
 Japanese Nobel laureate Dr. Tasuku Honjo said the new coronavirus was engineered in a Chinese laboratory.		,0,1.4457562e-05,,不确定
 Japanese Nobel laureate Dr. Tasuku Honjo said the new coronavirus was engineered in a Chinese laboratory.		,0,1.4457562e-05,,不确定
 Sloth bear seen in a house garden in Sri Lanka during the COVID-19 lockdown.		,0,5.892505e-06,,不确定
" People in the city of Mumbai, India are not following social distancing, and have gone outside their homes to shop for the festival of Eid.		",0,5.688068e-06,,不确定
 People living in quarantine centre refuse to eat food as it was cooked by lower caste women.		,0,4.5838146e-06,,不确定
" People in the city of Mumbai, India are not following social distancing, and have gone outside their homes to shop for the festival of Eid.		",0,5.688068e-06,,不确定
 People with COVID-19 have been misdiagnosed as having pneumonia and have been dying of thrombosis		,0,4.699444e-06,,不确定
 People with COVID-19 have been misdiagnosed as having pneumonia and have been dying of thrombosis		,0,4.699444e-06,,不确定
 Flu shots are contaminated with dogs' coronaviruses.		,0,5.223447e-06,,不确定
 Flu shots are contaminated with dogs' coronaviruses.		,0,5.223447e-06,,不确定
 Text claims that the North Macedonian Minister of Health Venko Filipce at a press conference held that day (21 May 2020) said that the patients infected with COVID 19 may have to pay a fee (co-payment) for hospital treatment.		,0,7.0782576e-06,,不确定
 Text claims that the North Macedonian Minister of Health Venko Filipce at a press conference held that day (21 May 2020) said that the patients infected with COVID 19 may have to pay a fee (co-payment) for hospital treatment.		,0,7.0782576e-06,,不确定
 A video shows a fight to get seating on the terrace of a bar in Spain under the state of alarm.		,0,4.780848e-06,,不确定
" President Donald Trump tweeted, ""Some oldies will have to die. We're in God's hands, folks! Liberate America!""		",0,8.274168e-06,,不确定
" A photo shows three men on crosses who ""feel like they're being crucified by being required to stay at home.""		",0,5.171309e-06,,不确定
" President Donald Trump tweeted, ""Some oldies will have to die. We're in God's hands, folks! Liberate America!""		",0,8.274168e-06,,不确定
 The chloroquine study published in the Lancet cost 50 million dollars.		,0,4.97432e-06,,不确定
 People in USA march and call for the arrest of Bill Gates.		,0,4.726862e-06,,不确定
 RSS (a right-wing group in India) chief Mohan Bhagwat said that coronavirus has shaken his belief in religion.		,0,5.986286e-06,,不确定
" Video shows a large crowd in the marketplace at Muhammad Ali road, Mumbai, violating lockdown.		",0,4.7211133e-06,,不确定
 RSS (a right-wing group in India) chief Mohan Bhagwat said that coronavirus has shaken his belief in religion.		,0,5.986286e-06,,不确定
 A video claiming that the Immuni app (the contact tracing application sponsored by the Italian government) is already operative and it has been installed and activated on people's smartphones automatically.		,0,4.702618e-06,,不确定
 Coronavirus multiplies in sewage and pouring bleach in the sewage water would help.		,0,5.734813e-06,,不确定
 Coronavirus multiplies in sewage and pouring bleach in the sewage water would help.		,0,5.734813e-06,,不确定
 PCR tests cannot detect a new coronavirus.		,0,5.4833986e-06,,不确定
 PCR tests cannot detect a new coronavirus.		,0,5.4833986e-06,,不确定
" A photo shows Gov. Gretchen Whitmer ""on Mackinaw Island today ignoring mask and social distancing rules.""		",0,4.842446e-06,,不确定
" A photo shows Gov. Gretchen Whitmer ""on Mackinaw Island today ignoring mask and social distancing rules.""		",0,4.842446e-06,,不确定
 Several posts on social media and online articles claim that COVID-19 is caused by a bacterium and can be treated with aspirin and blood thinners.		,0,6.430962e-06,,不确定
 Several posts on social media and online articles claim that COVID-19 is caused by a bacterium and can be treated with aspirin and blood thinners.		,0,6.430962e-06,,不确定
 People in Saudi Arabia thronged store after lockdown was lifted.		,0,5.402625e-06,,不确定
 Mumbai Police congratulated a couple for marrying inside their house amidst the coronavirus lockdown.		,0,5.40664e-06,,不确定
 Migrants in isolation in India threw away food because it was cooked by a Dalit cook.		,0,4.7817052e-06,,不确定
 Migrants in isolation in India threw away food because it was cooked by a Dalit cook.		,0,4.7817052e-06,,不确定
 Mumbai Police congratulated a couple for marrying inside their house amidst the coronavirus lockdown.		,0,5.40664e-06,,不确定
 A study shows that COVID-19 asymptomatics are not contagious.		,0,4.8081633e-06,,不确定
" A WhatsApp message claiming that ""COVID-19"" would be an acronym for a program aimed at reducing the world's population, with the aid of Artificial Intelligence. The program would have been presented at the World Economic Forum 2020, in Davos (Switzerland).		",0,1.8543948e-05,,不确定
 A study shows that COVID-19 asymptomatics are not contagious.		,0,4.8081633e-06,,不确定
 A study shows that COVID-19 asymptomatics are not contagious.		,0,4.8081633e-06,,不确定
 Thermal water treatments cure people infected with Covid-19.		,0,4.5755555e-06,,不确定
 A pavilion will be opened in Fraga (Huesca) due to an increase in the number of COVID-19 cases.		,0,5.365215e-06,,不确定
 A study of 455 contacts of an asymptomatic carrier showed that none of the 455 were infected. The results prove that asymptomatic people cannot transmit COVID-19 and masks are therefore unnecessary. Some also claim that this shows COVID-19 is not contagious.		,0,5.8479322e-06,,不确定
" Autopsies performed in Italy showed that COVID-19 is not pneumonia, but a blood clotting disorder (disseminated intravascular coagulation). Doctors have been treating COVID-19 wrongly, because ventilators and intensive care units were never needed; COVID-19 should instead be treated with antibiotics, anti-inflammatories and anticoagulants.		",0,6.825557e-06,,不确定
 COVID-19 is a bacterium that is easily treated with aspirin or a coagulant.		,0,4.6783734e-06,,不确定
 A study of 455 contacts of an asymptomatic carrier showed that none of the 455 were infected. The results prove that asymptomatic people cannot transmit COVID-19 and masks are therefore unnecessary. Some also claim that this shows COVID-19 is not contagious.		,0,5.8479322e-06,,不确定
" Autopsies performed in Italy showed that COVID-19 is not pneumonia, but a blood clotting disorder (disseminated intravascular coagulation). Doctors have been treating COVID-19 wrongly, because ventilators and intensive care units were never needed; COVID-19 should instead be treated with antibiotics, anti-inflammatories and anticoagulants.		",0,6.825557e-06,,不确定
 A predisposition to dementia increase the risk of a severe course of Covid-19.		,0,4.8110387e-06,,不确定
 Indian opposition leader Rahul Gandhi suggested that schools and colleges should reopen from 1st June on an odd-even basis.		,0,5.5923906e-06,,不确定
 Indian politician Uddhav Thackeray has asked Christians to pray to Jesus to stop COVID-19.		,0,4.9715927e-06,,不确定
 A lady police constable in Mumbai is suffering from coronavirus.		,0,4.8528987e-06,,不确定
" Video of Migrant workers escaping from a train carrying them to Assam in Nagaon, India by stopping the train.		",0,4.9104633e-06,,不确定
 Migrant labourers in the state of Gujarat are protesting amidst the lockdown.		,0,4.735435e-06,,不确定
 Indian opposition leader Rahul Gandhi suggested that schools and colleges should reopen from 1st June on an odd-even basis.		,0,5.5923906e-06,,不确定
 Indian politician Uddhav Thackeray has asked Christians to pray to Jesus to stop COVID-19.		,0,4.9715927e-06,,不确定
 COVID-19 is a bacteria and not a virus according to a study by Italian doctors.		,0,5.4131515e-06,,不确定
 A lady police constable in Mumbai is suffering from coronavirus.		,0,4.8528987e-06,,不确定
 Dr. Rashid Buttar stating Dr. Anthony Fauci is responsible for causing the new Coronavirus pandemic; there are no deaths recorded caused by Covid-19.		,0,4.608171e-06,,不确定
" The coronavirus disease is caused by a bacterium that, in turn, causes thrombosis. Moreover, these bacteria get stronger under the influence of the 5G waves.		",0,5.28515e-06,,不确定
" The coronavirus disease is caused by a bacterium that, in turn, causes thrombosis. Moreover, these bacteria get stronger under the influence of the 5G waves.		",0,5.28515e-06,,不确定
" The coronavirus disease is caused by a bacterium that, in turn, causes thrombosis. Moreover, these bacteria get stronger under the influence of the 5G waves.		",0,5.28515e-06,,不确定
" Says the state ""health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.""		",0,4.544683e-06,,不确定
" Italy ""went against the WHO's 'law'"" against COVID-19 autopsies and ""discovered covid is not a virus, but a bacterium"" that ""clots the blood and reduces the oxygen saturation.""		",0,4.5665843e-06,,不确定
" Italy ""went against the WHO's 'law'"" against COVID-19 autopsies and ""discovered covid is not a virus, but a bacterium"" that ""clots the blood and reduces the oxygen saturation.""		",0,4.5665843e-06,,不确定
" The French StopCovid App is tracking all your contacts, hence ""you should delete my phone number if I'm in your phone's contact"".		",0,4.7593758e-06,,不确定
 Qatar canceled all Air India Flights in their Vande Bharat Mission (Tto bring back Indian citizen from Qatar).		,0,5.5648434e-06,,不确定
 Goverment to announce Military Lockdown in Mumbai and Pune		,0,4.739424e-06,,不确定
 Maharashtra (India) Governor Bhagat Singh Koshyari facilitated the travel of a model from Maharashtra to Dehradun during the COVID-19 lockdown.		,0,5.4433317e-06,,不确定
 Qatar canceled all Air India Flights in their Vande Bharat Mission (Tto bring back Indian citizen from Qatar).		,0,5.5648434e-06,,不确定
" People given Murga punishment in Uttar Pradesh, viral during lockdown.		",0,4.883522e-06,,不确定
 Qatar canceled all Air India Flights in their Vande Bharat Mission (Tto bring back Indian citizen from Qatar).		,0,5.5648434e-06,,不确定
 A viral video of about 20 minutes long about the masks and the coronavirus uploaded to the YouTube channel of the family doctor Natalia Prego Cancelo.		,0,4.986631e-06,,不确定
" Vaccines against the novel coronavirus are dangerous. Moreover, a mutation in the virus will make them ineffective.		",0,4.8227944e-06,,不确定
" Vaccines against the novel coronavirus are dangerous. Moreover, a mutation in the virus will make them ineffective.		",0,4.8227944e-06,,不确定
" ""According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.""		",0,8.935818e-06,,不确定
" ""According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.""		",0,8.935818e-06,,不确定
" The contact-tracing app ""StopCovid"" is installed on the sly on users' phones.		",0,5.354379e-06,,不确定
" The contact-tracing app ""StopCovid"" is installed on the sly on users' phones.		",0,5.354379e-06,,不确定
 Kerala government is providing free quarantine service only to religious minorities.		,0,4.8597394e-06,,不确定
 Kerala government is providing free quarantine service only to religious minorities.		,0,4.8597394e-06,,不确定
 Mumbai and Pune is going under military lockdown		,0,4.639532e-06,,不确定
 Images show that Congress party ex-president Rahul Gandhi's interaction with migrants was a preplanned photo-op		,0,5.057614e-06,,不确定
" A Youtube video shared on facebook claimed that Lithuanian Health Minister banned a ""cure from COVID-19"" from Lithuania.		",0,4.8288325e-06,,不确定
 An article shared on Facebook claimed that the virus is fake and proven only by faulty testing.		,0,4.757715e-06,,不确定
 An article shared on Facebook claimed that the virus is fake and proven only by faulty testing.		,0,4.757715e-06,,不确定
" Asymptomatic infected people ""do not infect"" other people.		",0,7.16392e-06,,不确定
 Google has installed a secret app in phones to spy users.		,0,5.1408715e-06,,不确定
 COVID-19 tests can be purchased to do the test at home with sanitary guarantees.		,0,4.864246e-06,,不确定
 India's Home Ministry has given permission to reopen schools and educational institutions across India.		,0,7.0200276e-06,,不确定
" Bill Gates, Melinda Gates, Anthony Fauci and the WHO are being charged with genocide.		",0,6.5023814e-06,,不确定
" An article states that Moderna found a vaccine for Covid-19, and it will produce a billion doses by December.		",0,4.9003215e-06,,不确定
 An article claiming that wearing protective masks in open spaces would have severe collateral effects that could eventually lead to cancer.		,0,4.5855063e-06,,不确定
 An excerpt from a document from the Ministry of Health with the following message,0,5.9732433e-06,,不确定
" A study by Bartomeu Payeras i Cifre shows a direct correlation between 5G networks and COVID-19 outbreaks and ""demonstrates clearly the most likely probability that the COVID-19 hypoxic injuries and hospital admissions are directly related to electromagnetic radiation exposure by 5G networks"".		",0,6.033179e-06,,不确定
" A study by Bartomeu Payeras i Cifre shows a direct correlation between 5G networks and COVID-19 outbreaks and ""demonstrates clearly the most likely probability that the COVID-19 hypoxic injuries and hospital admissions are directly related to electromagnetic radiation exposure by 5G networks"".		",0,6.033179e-06,,不确定
 Man seen in viral images was a Covid-19 patient who fell in love with his lady doctor. The two got engaged in the same hospital in Egypt.		,0,9.124407e-06,,不确定
" A picture that shows black bags, allegedely containing corpses of Covid-19 victims, which is considered to be ""not authentic"" because the bags are easily carried with one hand.		",0,4.8338366e-06,,不确定
" Coronavirus was created artificially. Actually, people are dying from the effects of 5G technology, according to Leonard Caldwell.		",0,5.249059e-06,,不确定
" Coronavirus was created artificially. Actually, people are dying from the effects of 5G technology, according to Leonard Caldwell.		",0,5.249059e-06,,不确定
 Coronavirus stays in the throat for four days.		,0,4.8099655e-06,,不确定
" Facebook posts questioning the existence of the coronavirus, as no supermarket employee has been infected in the world.		",0,8.129352e-06,,不确定
" COVID-19 is the common flu, and the cure for coronavirus pneumonia is easy and cheap.		",0,4.500887e-06,,不确定
 COVID-19 is not new and an old textbook gives out its treatment.		,0,4.6362456e-06,,不确定
 A picture claiming that Lidl is offering free shopping vouchers for ?180 in Italy.		,0,4.507274e-06,,不确定
 The covid-19 pandemic caused the death of 0.003% of the world population.		,0,5.1740517e-06,,不确定
" Publications on social networks that claims that a coronavirus outbreak after the protests in the Barrio de Salamanca, Madrid, Spain.		",0,5.8481446e-06,,不确定
" Wearing a face mask caused a 19-year-old grocery store worker to be hospitalized for an lung infection, due to breathing in her own carbon dioxide and bacteria.		",0,5.0223875e-06,,不确定
 India's Prime Minister Narendra Modi said in his 'Mann Ki Baat' radio address that one crore COVID-19 patients have been treated for free in the country.		,0,7.824234e-06,,不确定
 Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.		,0,4.785455e-06,,不确定
" Video shows 106 dead bodies in Delhi's Loknayak hospital, in India.		",0,5.3434783e-06,,不确定
 US President Donald Trump wanted to ruin Americans using coronavirus as a weapon. Thousands of people are protesting on the streets against that.		,0,4.7536105e-06,,不确定
 Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.		,0,4.785455e-06,,不确定
 US President Donald Trump wanted to ruin Americans using coronavirus as a weapon. Thousands of people are protesting on the streets against that.		,0,4.7536105e-06,,不确定
 Indian Prime minister Narendra Modi said 10 million COVID-19 patients have been treated for free in India.		,0,5.714863e-06,,不确定
" Italy did not follow WHO protocol and did an autopsy on a corpse that died from Covid-19 and realised that coronavirus is actually not a virus but a bacterium which gets amplified with 5G electromagnetic radiation that also produces inflammation and hypoxia, and multiple other claims.		",0,1.1256611e-05,,不确定
" Text claims that the mayor of Stip (North Macedonia), Blagoj Bochvarski accused the citizens of Stip for the increased number of people infected with coronavirus in the town.		",0,5.034837e-06,,不确定
" Text claims that the mayor of Stip (North Macedonia), Blagoj Bochvarski accused the citizens of Stip for the increased number of people infected with coronavirus in the town.		",0,5.034837e-06,,不确定
 Coronavirus is defeated. There is a cure using antibodies.		,0,4.539048e-06,,不确定
 Coronavirus is defeated. There is a cure using antibodies.		,0,4.539048e-06,,不确定
" French ""Stopcovid"" case-tracking app has been secretly installed on smartphones.		",0,5.8566725e-06,,不确定
 Japanese Nobel laureate Dr. Tasuku Honjo has said China manufactured coronavirus and he once worked at the Wuhan lab which later produced it.		,0,9.876222e-06,,不确定
 Drinking pigeon membrane slurry can cure COVID-19.		,0,5.5098335e-06,,不确定
" Indian Home Minister Amit Shah said that the government transferred financial aid of Rs 530 million into the bank accounts of 410 million people during the coronavirus pandemic, which means Rs 1.29 for each person.		",0,2.4003883e-05,,不确定
 Drinking pigeon membrane slurry can cure COVID-19.		,0,5.5098335e-06,,不确定
 Japanese Nobel laureate Dr. Tasuku Honjo has said China manufactured coronavirus and he once worked at the Wuhan lab which later produced it.		,0,9.876222e-06,,不确定
 Google is secretly installing a COVID-19 app on mobile phones to monitor user's movements in Spain.		,0,5.211898e-06,,不确定
" A viral message circulating on WhatsApp claims that a vaccine would be available in September 2020, ""thus ending speculation that the vaccine would not be available until 2021"".		",0,8.081087e-06,,不确定
" Bill Gates says that the COVID-19 vaccine could kill 700,000 people.		",0,5.1850525e-06,,不确定
" A report drafted by a scientific panel appointed by Germany's Interior Ministry, declaring the COVID-19 pandemic is a ""global false alarm"", was leaked by a former employee.		",0,4.9056985e-06,,不确定
" Vaccines and facemasks ""kill"" people.		",0,4.8411434e-06,,不确定
" Vaccines and facemasks ""kill"" people.		",0,4.8411434e-06,,不确定
 UV rays from sunlight kill the novel coronavirus.		,0,4.718449e-06,,不确定
 Claim that Indian prime minister Modi said one crore (ten million) COVID-19 infected patients have been treated for free.		,0,4.8840902e-06,,不确定
" A picture taken in Colombia which shows a girl who fainted. The caption claims that the vaccine for Covid-19 is starting to be distributed in poorer countries, but 200 girls fainted after the injection.		",0,5.088025e-06,,不确定
" A WhatsApp message claiming that, once installed, the ""Immuni"" app (the Italian national contact-tracing application), will acquire users' phonebooks.		",0,6.554555e-06,,不确定
 A text message states that Facebook would have taken advantage of the chaos created by Covid-19 to gain permission to use our personal pictures.		,0,6.3429416e-06,,不确定
" A WhatsApp message claiming that, once installed, the ""Immuni"" app (the Italian national contact-tracing application), will acquire users' phonebooks.		",0,6.554555e-06,,不确定
" Pedro S nchez, President of Spain, said this Wednesday, June 3 in the Congress of Deputies, that ""today we have 0 deceased in our country as a result of COVID"" and that Pablo Casado should be happy that ""we haven't had any death by COVID-19 over the past two days"".		",0,7.0135034e-06,,不确定
 Bill Gates' coronavirus vaccine developed by Oxford researchers caused all test subjects to get coronavirus.		,0,7.029761e-06,,不确定
 Dr Uma Kumar of AIIMS gave an interview on coronavirus.		,0,5.909647e-06,,不确定
 Dr Uma Kumar from AIIMS Delhi gave interview regarding immunity boosting tips.		,0,6.7025785e-06,,不确定
" Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".		",0,5.643653e-06,,不确定
 Nanochips were found in COVID-19 vaccines.		,0,5.484178e-06,,不确定
 Facebook posts shared thousands of times claim the coronavirus pandemic is a cover for a Gates Foundation-funded effort to implant microchips when patients' noses or throats are swabbed during COVID-19 testing.		,0,8.334928e-06,,不确定
 Drinking pigeon membrane slurry can cure COVID-19.		,0,5.5098335e-06,,不确定
" A picture with an old man sitting on the ground, and a caption saying that while he was hospitalized for Covid-19 his house was occupied by a Roma family.		",0,5.3025624e-06,,不确定
" A WhatsApp message that states that COVID-19 means ""Certificate of identification of vaccination with artificial intelligence""; which is intended through the disease to carry out an international plan for the control and reduction of populations.		",0,6.050009e-06,,不确定
" A message that states that ""An asymptomatic person is a HEALTHY person. He is someone who has a virus but his body developed antibodies. This is called"" attenuated virus "", which means that he dominated the virus thanks to his healthy lifestyle habits. This person does not spread the virus, but communicates antibodies to the rest of the people and generates herd immunity.		",0,7.800408e-06,,不确定
 Healthcare workers in this video turn their backs when the WHO director appears		,0,6.3709617e-06,,不确定
