text,true_label,pred_prob,pred_label,pred_cat
 Tencent revealed the real number of deaths.		,0,4.167809e-06,0.0,假新闻
 Coronavirus infections are linked to a lack of Vitamin D.		,0,4.0968357e-06,0.0,假新闻
 The government is not getting the test to detect COVID-19 from the company Genomica because it is run by the sister of a former opposition minister.		,0,4.4015787e-06,0.0,假新闻
 Ukraine lost a visa-free regime due to the coronavirus pandemic.		,0,4.226822e-06,0.0,假新闻
 The number of deaths from the novel coronavirus is tiny in comparison to the other causes of deaths.		,0,4.467748e-06,0.0,假新闻
 Claim that scientists from John Hopkins University say that one can protect oneself against the new coronavirus with warm water and Listerine.		,0,4.07273e-06,0.0,假新闻
 This picture shows trucks carrying dead bodies of COVID-19 victims and the accompanying post implies it is in Italy.		,0,3.814992e-06,0.0,假新闻
 Says certain states are banning the sale of alcohol.		,0,4.16359e-06,0.0,假新闻
" ""We inherited a broken test"" for COVID-19.		",0,4.2604897e-06,0.0,假新闻
" Says Nancy Pelosi's ""daughter is on the board of the Kennedy Center so that's why it was so important to send them all that money.""		",0,3.888303e-06,0.0,假新闻
 Big Pharma is behind COVID-19 deaths.		,0,4.2752395e-06,0.0,假新闻
 CBS aired wrong video footage of a coronavirus hospital.		,0,4.335063e-06,0.0,假新闻
" Italian people are throwing their money, now useless because of COVID-19, in the street.		",0,4.051578e-06,0.0,假新闻
 A photo which shows a reporter wearing a protective suit for the new coronavirus while the cameraman is not wearing a suite is the proof that the media is trying to scare the public about the new coronavirus when in fact there is no danger.		,0,4.271266e-06,0.0,假新闻
 A video of a Doctor of Mumbai's Kasturba hospital suggesting tea and hot water to cure COVID-19.		,0,4.4112107e-06,0.0,假新闻
 People of Italy throwing money on the streets as they felt that the money couldn't save them from COVID-19.		,0,4.2673205e-06,0.0,假新闻
 Italians are throwing their money on the streets as it is useless to them now during the coronavirus scare.		,0,4.183427e-06,0.0,假新闻
 The video shows Italians praying to get rid of the coronavirus.		,0,4.1573803e-06,0.0,假新闻
 Video of Muslims being trained to sneeze purposefully to spread coronavirus.		,0,4.274139e-06,0.0,假新闻
 People of Italy throwing money on the streets because it can't save them from COVID-19.		,0,4.165365e-06,0.0,假新闻
" In these two audios, Mumbai Police Commissioner talks about the strict measures which will be taken to implement the 21-day lockdown and that coronavirus cases will surge in India after 27 March 2020.		",0,4.390197e-06,0.0,假新闻
" The army is patrolling all the streets, towns and villages in Ireland.		",0,4.2584907e-06,0.0,假新闻
" Claim that there have been tanks in the capital of Latvia, Riga, ""while people are staying home.""		",0,4.1863645e-06,0.0,假新闻
 Queen Elizabeth II is infected with the new coronavirus.		,0,4.4843187e-06,0.0,假新闻
 A document that talks about the benefits of wine to prevent coronavirus.		,0,4.365198e-06,0.0,假新闻
" There is an old undocumented man that  ""does not remember anything"" hospitalized in the ""La Paz Hospital"".		",0,3.9659494e-06,0.0,假新闻
 Students in America have to repeat the same grade next year.		,0,4.1224835e-06,0.0,假新闻
" The army is patrolling all the streets, towns and villages in Ireland.		",0,4.2584907e-06,0.0,假新闻
 Video tries to show coronavirus is fake and not dangerous.		,0,4.245527e-06,0.0,假新闻
" If you ask Amazon's Alexa about the origin of the coronavirus pandemic, it says ""the government planned"" it.		",0,4.423292e-06,0.0,假新闻
 COVID-19 is no more harmful than the common cold.		,0,4.107238e-06,0.0,假新闻
 Video of empty hospitals is proof that the pandemic is not real.		,0,4.4579506e-06,0.0,假新闻
 All communications between citizens will now be recorded by the government in France.		,0,3.937673e-06,0.0,假新闻
" Because there was no school for weeks due to COVID-19, French summer holidays will be shorter this year.		",0,3.8480202e-06,0.0,假新闻
 People in Italy have thrown all of their money on the roads outside saying that this money is useless to save them from death.		,0,4.178742e-06,0.0,假新闻
 Shopping malls crowded in Italy during the pandemic.		,0,4.207297e-06,0.0,假新闻
 Indian State of Kerala's government is paying news channels to telecast CM's interview.		,0,4.4024646e-06,0.0,假新闻
 People in Italy are throwing money on the road because they are saddened by the fact that all the money in the world could not save their dear ones.		,0,4.31754e-06,0.0,假新闻
 Video of a train carrying the trucks with essential goods during the current lockdown in the country. It's a brilliant idea by Modi's government.		,0,4.322826e-06,0.0,假新闻
 Video of Muslims being trained to sneeze purposefully to spread coronavirus.		,0,4.274139e-06,0.0,假新闻
 Video of dead bodies being piled up in Italy due to COVID-19.		,0,3.869895e-06,0.0,假新闻
 Inhaling hot water steam can kill coronavirus.		,0,3.9247648e-06,0.0,假新闻
 Inhaling hot water steam can kill coronavirus.		,0,3.9247648e-06,0.0,假新闻
 Coronavirus can be spread through fruits and vegetables.		,0,4.092318e-06,0.0,假新闻
 A message that offers food assistance to people at risk of social exclusion in Spain.		,0,4.3640116e-06,0.0,假新闻
 A series of statements by Joe Biden claiming he called for action before he did		,0,4.2349566e-06,0.0,假新闻
 Missouri students will have to repeat the school year because of COVID-19 school closings.		,0,4.22076e-06,0.0,假新闻
 Video allegedly exposing coronavirus's secrets.		,0,3.770086e-06,0.0,假新闻
 Danes are drinking less alcohol during the coronavirus crisis		,0,4.4753388e-06,0.0,假新闻
 This photo of coffins shows coronavirus victims.		,0,4.144764e-06,0.0,假新闻
 This map shows that the spread of coronavirus epidemic is the same as 5G deployment on French territory.		,0,4.4337535e-06,0.0,假新闻
 This video shows an FBI raid into a synagogue to requisition medical devices.		,0,3.9137462e-06,0.0,假新闻
 Information was leaked from a government meeting that food is getting short in Germany.		,0,4.4294216e-06,0.0,假新闻
 Social activist Trupti Desai was caught illegally buying liquor during the lockdown and was detained by the police.		,0,4.072501e-06,0.0,假新闻
" Pope Francis kissed the feet of ""black people"" and asked forgiveness during the novel coronavirus scare.		",0,4.4706117e-06,0.0,假新闻
 PM Modi on 4/2/20 announced extension of a nationwide lockdown until 5/4/20.		,0,4.162832e-06,0.0,假新闻
 Video of Al-Aqsa mosque after Israel allows photography inside it.		,0,4.044521e-06,0.0,假新闻
 Video of kids from Italy yelling at stars assuming them to be their dead mother.		,0,3.9109295e-06,0.0,假新闻
" 18 nations, including the US and the UK, want Indian Prime Minister Narendra Modi to be the leader of the task force to combat the coronavirus pandemic.		",0,4.2222737e-06,0.0,假新闻
 A video shows a truck dropping bodies covered with plastic into a ditch and claiming that this is the situation in Italy right now.		,0,3.7684433e-06,0.0,假新闻
 News channel graphic stating that the Indian lockdown is to be extended to May 4.		,0,4.370313e-06,0.0,假新闻
 An Indian social activist was arrested when she tried to buy liquor during the lockdown period.		,0,4.222467e-06,0.0,假新闻
 The viral post claims that Aaj Tak news channel shows lockdown is withdrawn at few places while India Today news channel shows it is extended till May 4.		,0,3.9285433e-06,0.0,假新闻
 A video shows a man spitting inside food packets during the coronavirus crisis.		,0,4.2666534e-06,0.0,假新闻
 Indian PM Modi announced a lockdown extension until 5/4/20 in India.		,0,4.059457e-06,0.0,假新闻
" Video of stone-pelting by people when health officials went to trace the Nizamuddin guys in Indore, MP.		",0,4.3197642e-06,0.0,假新闻
 PM Modi has announced the extension of the All-India Lockdown until 5/4/20.		,0,3.806063e-06,0.0,假新闻
 Video of Indian activist Tripti Desai's arrest by police after selling bottles of liquor during lockdown.		,0,4.443074e-06,0.0,假新闻
 A video of a Muslim man spitting on police to spread coronavirus when he was being taken into custody.		,0,4.3964437e-06,0.0,假新闻
 PM Modi has announced the extension of the All-India Lockdown until 5/4/20.		,0,3.806063e-06,0.0,假新闻
 Video of doctors being attacked in the old city of Hyderabad when they went to screen locals for COVID-19.		,0,4.3661344e-06,0.0,假新闻
 Claim that says the only effective cure for novel coronavirus is simple herbal tea.		,0,3.988251e-06,0.0,假新闻
 A Whatsapp message offering food for families that the Spanish charity Carit s will donate.		,0,4.169292e-06,0.0,假新闻
 McDonald's is reopening in the UK from Monday 6 April.		,0,4.3999207e-06,0.0,假新闻
 Audio of Biden calling the coronavirus a hoax.		,0,4.3138566e-06,0.0,假新闻
 Walmart is adopting a staggered schedule due to the coronavirus.		,0,4.1028143e-06,0.0,假新闻
 Video claiming you can't catch coronavirus.		,0,4.2803103e-06,0.0,假新闻
 Goodwill laid off all employees due to COVID-19.		,0,4.444002e-06,0.0,假新闻
" Says Goodwill used the pandemic ""to fire all of their employees instead of laying them off.""		",0,4.2720035e-06,0.0,假新闻
" Says video shows ""the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.""		",0,4.0242453e-06,0.0,假新闻
" ""If you line up all the countries that have done (COVID-19) testing on a per-capita basis, we're [the US] at the bottom of the list.""		",0,4.4059675e-06,0.0,假新闻
" Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.		",0,3.9890615e-06,0.0,假新闻
" America ""admits its sins"" and declares repentance after the spread of COVID-19.		",0,4.0755353e-06,0.0,假新闻
 Photograph proving that there's no more room in Italian hospitals.		,0,4.4070644e-06,0.0,假新闻
 There are plenty of mortuary bags in Lenox Hills Hospital in NY.		,0,4.1884127e-06,0.0,假新闻
" Dozens of dead bodies are stacked at Lenox Hill Hospital in NYC, and the media don't want to show this tragic image of the pandemic.		",0,3.9368542e-06,0.0,假新闻
 Coronavirus is also spread through newspapers.		,0,4.1540675e-06,0.0,假新闻
 Indian Social Activist Trupti Desai arrested for buying liquor during the COVID-19 lockdown.		,0,4.260668e-06,0.0,假新闻
" Video of a train carrying the trucks with essential goods during the current lockdown in India. It's a ""brilliant idea"" by Modi's government.		",0,4.335079e-06,0.0,假新闻
 Video of a Muslim man spitting into the food packages to spread coronavirus.		,0,4.4305666e-06,0.0,假新闻
 A video of a Muslim fruit-vendor spitting on fruits to spread coronavirus.		,0,4.446253e-06,0.0,假新闻
" Facebook post that says Singapore defeated novel coronavirus in 20 days, nobody died during this period and everybody had free health service during the time.		",0,4.231848e-06,0.0,假新闻
 Adidas is donating shoes in a campaign against the coronavirus.		,0,4.1550143e-06,0.0,假新闻
 A message that broadcasts a link where you can allegedly request food aid during the coronavirus quarantine.		,0,4.376039e-06,0.0,假新闻
" ""We've got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.""		",0,3.817492e-06,0.0,假新闻
" ""We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.""		",0,4.458916e-06,0.0,假新闻
 Photo of an Italian doctor waving goodbye to co-doctors as he is about to die due to coronavirus.		,0,4.269747e-06,0.0,假新闻
 A video that shows dead bodies being taken away in a convoy of cars is from a hospital in Iran.		,0,3.9740403e-06,0.0,假新闻
 Image showing Indian Political party (DMK) workers demonstrating with Go Corona Back balloon.		,0,4.444019e-06,0.0,假新闻
 A Whatsapp forward claiming all calls will be recorded by the Indian government..		,0,4.251592e-06,0.0,假新闻
 A video showing a playful deer on the beach is claimed to be from an Indian village during a lockdown.		,0,4.148133e-06,0.0,假新闻
" A viral video showing some men assaulting a policeman is being shared with the claim that it is from Agripada, Mumbai (Indiaa).		",0,4.220627e-06,0.0,假新闻
 Sri Lankan police made an announcement stating that citizens are not allowed to post any update or share any forward related to coronavirus and it being a punishable offense.		,0,4.443951e-06,0.0,假新闻
 Photo of a family which committed suicide due to hunger during the lockdown.		,0,4.3498717e-06,0.0,假新闻
 The Spanish political party Vox assures that the government is hiding the images of hundreds of coffins in a parking lot.		,0,3.903804e-06,0.0,假新闻
 Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.		,0,4.2373317e-06,0.0,假新闻
 A decree that allows euthanasia in dependant senior homes has been passed in France.		,0,4.3699006e-06,0.0,假新闻
" Since 4/4/20, Italy hasn't registered any new cases of the coronavirus.		",0,4.437937e-06,0.0,假新闻
" The contact ban is only for Germans, muslims can still gather and don't have to pay fines in Germany.		",0,4.0243913e-06,0.0,假新闻
 5G technology is responsible for the increasing number of deaths from COVID-19.		,0,4.3925634e-06,0.0,假新闻
" Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.		",0,4.4703224e-06,0.0,假新闻
 News about COVID-19 can only be shared after seeking the government's permission.		,0,4.3890873e-06,0.0,假新闻
 This is the video of Congress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out.		,0,4.0094737e-06,0.0,假新闻
 Photo of a family which committed suicide due to hunger during the lockdown.		,0,4.3498717e-06,0.0,假新闻
 Photo of a family which committed suicide due to hunger during the lockdown.		,0,4.3498717e-06,0.0,假新闻
 There are no COVID-19 deaths in Israel as they found a cure for COVID-19 - a mixture of lemon and baking soda.		,0,4.436786e-06,0.0,假新闻
 An Italian boy who lost his father and mother due to COVID-19 looks up to the sky and calls out to his mother.		,0,4.437666e-06,0.0,假新闻
 A message claims you need to sterilize products with a hair dryer		,0,4.3267487e-06,0.0,假新闻
 A video of a deer in the sea recorded during the state of alarm decree in Spain.		,0,4.026706e-06,0.0,假新闻
" People are handing out masks ""doused with chemicals which knocks you out cold"" so they can rob you.		",0,4.4334574e-06,0.0,假新闻
 This map of France shows how and when home confinement will end (by date and regions).		,0,4.036441e-06,0.0,假新闻
" This map shows the dates of the end of lockdown in France, region by region.		",0,4.4457315e-06,0.0,假新闻
 This map shows when different parts of France will get out of confinement.		,0,3.967103e-06,0.0,假新闻
" In this video, Portuguese governement asked its citizens living abroad not to come back this summer, due to COVID-19 pandemics, and will maintain its confinement dispositions		",0,4.110835e-06,0.0,假新闻
 Video of whales spotted near Bombay High.		,0,4.355787e-06,0.0,假新闻
 A video showing a police officer briefing about cases being registered against the WhatsApp group admins is shared in the context of coronavirus lockdown.		,0,4.1952812e-06,0.0,假新闻
 A Muslim police officer is beating up a temple priest for breaking lockdown orders in India.		,0,3.980067e-06,0.0,假新闻
 A report from the Georgia Institute of Technology links 5G to the immune system and coronavirus.		,0,4.15656e-06,0.0,假新闻
" Claim saying there is no mortality increase in Europe, so COVID-19 is exaggerated.		",0,3.7673865e-06,0.0,假新闻
" A post says that the USA arrested the man who ""sold"" the new coronavirus to China.		",0,4.278278e-06,0.0,假新闻
" A video shows deer walking down a street in Ciudad Real, Spain.		",0,4.4506523e-06,0.0,假新闻
" A video showing body bags lying on the floor of various rooms inside a hospital was filmed in St Mary's Hospital, London.		",0,4.4107815e-06,0.0,假新闻
" The Obama administration left President Donald Trump with a ""stockpile with a cupboard that was bare.""		",0,4.201315e-06,0.0,假新闻
" ""Everyone is only dying of coronavirus now.""		",0,4.0558925e-06,0.0,假新闻
" This old poem, writen during XIXth century, prove that the history of pandemia repeats itself among centuries.		",0,3.714813e-06,0.0,假新闻
" This video reveals the manipulation behind COVID-19 pandemics, in order to install a dictatorship order.		",0,4.1205494e-06,0.0,假新闻
 Video of bodies being washed ashore being shared as countries dumping their coronavirus bodies into the sea and thus requesting people to avoid sea food.		,0,4.028742e-06,0.0,假新闻
 A member of Tablighi Jamaat is roaming naked and misbehaving with hospital staff.		,0,4.4296453e-06,0.0,假新闻
 A woman killed her three children and committed suicide because of the problems she faced amidst the lockdown in India.		,0,4.353686e-06,0.0,假新闻
" ""COVID-19 is a gas. This is what happened tonight in the streets of Rome, thousands of birds lying everywhere.""		",0,3.96649e-06,0.0,假新闻
 Claim that the Polish government is planning to cut on family benefits due to coronavirus.		,0,4.1104468e-06,0.0,假新闻
 A post says that Barack Obama warned Africans not to accept European or American vaccines.		,0,4.2072734e-06,0.0,假新闻
 Coronavirus can be spread to animals.		,0,4.0199034e-06,0.0,假新闻
 Coronavirus can be spread between people and animals.		,0,4.058563e-06,0.0,假新闻
 A video by influencer Miranda Makaroff who says that the brain can control the immune system and heal us.		,0,4.2850443e-06,0.0,假新闻
 Steam from boiling oranges kills COVID-19.		,0,4.4223643e-06,0.0,假新闻
 The number of deaths from COVID-19 are exaggerated.		,0,4.2053516e-06,0.0,假新闻
 Michigan governor violated social distancing order while signing stay-at-home order.		,0,4.4629787e-06,0.0,假新闻
 There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.		,0,3.954626e-06,0.0,假新闻
 Danish politician quoted for saying the coronavirus epidemic is caused by refugees.		,0,4.1708827e-06,0.0,假新闻
 In a video a paramedic claims the risk to get COVID-19 increases when you wear a face mask.		,0,4.248763e-06,0.0,假新闻
 FBI has arrested a US professor who has manufactured and sold coronavirus to Wuhan.		,0,4.2848355e-06,0.0,假新闻
 All social media group admins are requested to close their groups for two days.		,0,3.8783555e-06,0.0,假新闻
 Harvard professor arrested for having ties with creating the coronavirus and leaking it.		,0,4.0060227e-06,0.0,假新闻
 An image shared via WhatsApp states that COVID-19 can be prevented by washing your mouth with hot water and salt or hot water and vinegar.		,0,4.4299118e-06,0.0,假新闻
 Everyone in Israel drinks a cup of hot water with lemon and a little soda every night. It has been proven to kill the virus.		,0,4.2165675e-06,0.0,假新闻
 A video shows a fortune teller predicting the coronavirus pandemic in December on Spanish TV.		,0,4.3261625e-06,0.0,假新闻
" A video by a Russia blogger who claims that a Spanish hospital he is recording, is empty and that the information on the spread of the coronavirus is exaggerated.		",0,3.738254e-06,0.0,假新闻
 Boy washing apples in a sewer claimed to be from India and is linked to the coronavirus		,0,4.1818794e-06,0.0,假新闻
 A law allows people to go for a run during the state of alarm in Spain.		,0,4.4903995e-06,0.0,假新闻
 CDC admitted to lying about COVID-19 death stats.		,0,3.9882893e-06,0.0,假新闻
 Since there is COVID-19 nobody in Germany dies of heart attacks or cancer anymore.		,0,3.997039e-06,0.0,假新闻
 Kenya Government hired the warriors of Maasai tribe to enforce lockdown.		,0,4.33053e-06,0.0,假新闻
 Migrant worker caught venturing out at night and robbing during lockdown.		,0,4.2207e-06,0.0,假新闻
 Countries throwing dead bodies of people died of COVID-19 into the sea. Image showing dead bodies washed ashore.		,0,3.9789475e-06,0.0,假新闻
 Muslim women are misbehaving with doctors in India.		,0,4.2086776e-06,0.0,假新闻
 A video allegedly showing a man spitting on the bread slices is being shared with a communal spin in India.		,0,4.1752282e-06,0.0,假新闻
" Viral publication says a video shows a ""gay party in Italy few weeks before COVID-19.""		",0,4.2331435e-06,0.0,假新闻
 Soap and hand sanitizer can be used to kill coronavirus in the body.		,0,4.090909e-06,0.0,假新闻
 China's Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.		,0,4.38431e-06,0.0,假新闻
 5G is the real cause of the epidemic.		,0,4.388242e-06,0.0,假新闻
" If you wear a mask you breath in too much CO2 and have less oxygen. Humidity gathers in your lungs, this makes you sick.		",0,4.2262536e-06,0.0,假新闻
 Image of Mohammad Ali Jinnah(founder of Pakistan) in jail.		,0,3.982945e-06,0.0,假新闻
 Indian News channel claims Pakistan PM's wife tested positive for coronavirus .		,0,4.2165757e-06,0.0,假新闻
" This video shows African people being beaten up and hunted in the streets of Guangzhou, South China.		",0,3.9766715e-06,0.0,假新闻
 A post says that most EU countries do not pay for electricity during the pandemic.		,0,4.013958e-06,0.0,假新闻
 Travel permit for muslim people for Ramadan during the state of alarm in Spain.		,0,4.292226e-06,0.0,假新闻
 The official State Gazette published that homes can be expropriated in Spain due to the coronavirus crisis		,0,4.4280782e-06,0.0,假新闻
" The US $1,200 coronavirus relief checks this year are ""just an advance on your next tax return. ... Next year, you're automatically going to owe $1,200 come tax season.""		",0,3.8324847e-06,0.0,假新闻
 Michigan Gov. Gretchen Whitmer banned sale of American flags during COVID-19 pandemic.		,0,4.2306574e-06,0.0,假新闻
 Mosques allowed to stay open in the US during the coronavirus epidemic while churches are forced to close.		,0,4.1024464e-06,0.0,假新闻
 A woman drowned her children as she could not provide them food during the lockdown in India.		,0,4.338603e-06,0.0,假新闻
 Politician Sebastian Paul called Modi haters demented.		,0,4.1968215e-06,0.0,假新闻
 Video of people beating a youth tied to a tree during the current lockdown.		,0,4.3640157e-06,0.0,假新闻
" A video of a coronavirus suspect found in Hazipur (Bihar, India) prison.		",0,4.4148214e-06,0.0,假新闻
 Muslims are hoarding food items being shared by the Indian government.		,0,4.3372424e-06,0.0,假新闻
 Video shows muslim women spitting in plastic bags and throwing them into the houses to spread coronavirus.		,0,4.176917e-06,0.0,假新闻
 Video shows Muslim women spitting in plastic bags and throwing them into the houses to spread coronavirus.		,0,4.176917e-06,0.0,假新闻
 Text claims that COVID-19 has existed since December in Macedonia.		,0,4.4553153e-06,0.0,假新闻
" Claim that the coronavirus brought something strange in the skies of town of Tetovo, North Macedonia, meaning a strange looking cloud. There is also a claim that the appearance of this cloud caused by the air, being much cleaner since lot of factories are shut down.		",0,4.3204686e-06,0.0,假新闻
 A photograph that claims that the pavilion set up in Madrid with beds for homeless people is not being used.		,0,4.132777e-06,0.0,假新闻
" A PDF document, allegedly from the Spanish Civil Guard, details ""opening activities"" during the state of emergency for the coronavirus and under what conditions their mobility to carry them out is justified.		",0,4.0220966e-06,0.0,假新闻
 Spanish state courier agency asks you to pay 1.5 euros to disinfect your packages.		,0,4.0462805e-06,0.0,假新闻
" The post claims that over 3,000 people gathered in a church in Lutsk, Ukraine, during the quarantine, all without masks.		",0,4.1817275e-06,0.0,假新闻
" People knew about coronavirus for years, but this information was hidden from ordinary people. The authorities just waited for the right time to launch the virus.		",0,4.074797e-06,0.0,假新闻
" ""The president looks like he was ahead of the curve - as you know, he talks about this all the time - on shutting down travel from China.""		",0,4.3536193e-06,0.0,假新闻
" Trump says that as president he has ""total"" authority to re-open states amid the COVID-19 pandemic.		",0,4.0000787e-06,0.0,假新闻
" Trump claims ""it is the decision of the President,"" not governors, to ""open up the states.""		",0,3.856639e-06,0.0,假新闻
" Average American has less than two-tenths of one percent chance of getting coronavirus, and thus public health officials overreacted to the pandemic.		",0,4.233204e-06,0.0,假新闻
" Joe Diffie's death was labeled ""as a COVID-19 death and it wasn't!""		",0,4.45337e-06,0.0,假新闻
 A video shows riots in London caused by the coronavirus crisis.		,0,4.233701e-06,0.0,假新闻
 The video shows the dead bodies of patients of COVID-19 dumped into the sea.		,0,4.047917e-06,0.0,假新闻
 Video of Tabligi pilgrims who were moving via trucks to spread COVID-19 in India.		,0,4.363308e-06,0.0,假新闻
" The article claims that two anesthesiologists, spouses working in Sistina Hospital in North Macedonia with the most at-risk patients, sent a message to stay home.		",0,4.3177133e-06,0.0,假新闻
 A video shows Zimbabwean police assaulting religious people for attending to a mass during the confinement.		,0,4.4024187e-06,0.0,假新闻
" A post says that Donald Trump has said, on March 17th, that people who never died before are dying now.		",0,4.333918e-06,0.0,假新闻
 Trump's claims about how quickly WHO acted to announce human-to-human transmission		,0,4.0718023e-06,0.0,假新闻
" Gov. Andrew Cuomo ""was simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.""		",0,4.476816e-06,0.0,假新闻
" The news media has tried to pass off one man's death, attributed to complications from COVID-19, as two separate cases.		",0,4.2131514e-06,0.0,假新闻
 Video shows an orangutan who started washing its hands after watching the zookeepers do so during the coronavirus pandemic.		,0,4.4555063e-06,0.0,假新闻
" Media outlets reported that the same boy died 3 times from the coronavirus, in 3 countries.		",0,4.47922e-06,0.0,假新闻
" In a phenomenon that is the first of its kind, hundreds of Americans leave their homes and stay in the Al-Huda Mosque, and demand to know the principles of Islam.		",0,4.3510377e-06,0.0,假新闻
 WHO announced that there would be no concerts before the fall of 2021.		,0,3.738133e-06,0.0,假新闻
 Police beating common people during lockdown in India.		,0,4.044672e-06,0.0,假新闻
 All Indians living in the USA on H1-B visa will be deported back to India in 60 days.		,0,3.8788e-06,0.0,假新闻
 Oxford university praised Indian Prime minister Narendra Modi on the way he handled COVID-19 pandemic.		,0,4.0060268e-06,0.0,假新闻
 This is a map of India redesigned by an American CEO where he marked the Indian states population which is almost equal to population of some of the countries. He tried to explain to his employees that India is indirectly handling COVID-19 situation of so many countries.		,0,4.00104e-06,0.0,假新闻
 The government has released a tentative plan for reopening businesses and services in Ireland.		,0,4.193245e-06,0.0,假新闻
" Photo that shows the connection between introduction of radio waves and internet technologies with the novel coronavirus and other, previous pandemics.		",0,4.300101e-06,0.0,假新闻
 Anyone in Manchester with blood group O negative should go to the Royal Infirmary as they have run out of blood.		,0,4.123675e-06,0.0,假新闻
" ""This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.""		",0,4.0312825e-06,0.0,假新闻
" Claim that Nancy Pelosi said, ""if you accept a check from Trump, you might as well vote for him.""		",0,4.3622513e-06,0.0,假新闻
" The pandemic is a lie, COVID-19 can be cured with vitamin C and Bill Gates is behind it all.		",0,4.3362124e-06,0.0,假新闻
" During the coronavirus crisis, Danes are eagerly googling words like ""divorce lawyer"" and ""divorce papers"", Danish media writes.		",0,4.4145013e-06,0.0,假新闻
 The image is from Gujarat and shows the condition of migrant workers who are stuck due to the lockdown.		,0,4.4786775e-06,0.0,假新闻
 Muslims are hoarding food that is distributed in the lockdown.		,0,4.2293705e-06,0.0,假新闻
 A Muslim woman is shouting at doctors who have come for coronavirus inspection at one of the places in India.		,0,4.276663e-06,0.0,假新闻
 Lion walking in a road and is going to Vaishno Devi shrine during lockdown.		,0,4.4704802e-06,0.0,假新闻
 Video showing how Italy started a conference reciting the Holy Quran.		,0,3.8932308e-06,0.0,假新闻
 Smokers are less likely to be hospitalized for the coronavirus.		,0,4.4586395e-06,0.0,假新闻
" Says Democrats are on vacation until May 4 and ""refuse to come back"" to sign a bill to help small businesses.		",0,4.27608e-06,0.0,假新闻
 What we need to do to defeat the coronavirus is to consume more alkaline foods above the virus' pH level.		,0,3.8131914e-06,0.0,假新闻
 Image of Gulbarga car festival held during lockdown this year.		,0,4.2563793e-06,0.0,假新闻
 Migrant family walking from Surat due to the lockdown committed suicide due to starvation.		,0,4.192054e-06,0.0,假新闻
" When a police officer enforced lockdown orders on people in a temple in India, he was beaten up there.		",0,4.2623833e-06,0.0,假新闻
 The coronavirus is caused by 5G technology.		,0,4.3985997e-06,0.0,假新闻
" A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.		",0,4.4644385e-06,0.0,假新闻
" Video shows dead bodies lying on the beach, shared with the claim that bodies of coronavirus patients are being dumped in the sea.		",0,4.2160127e-06,0.0,假新闻
" The number of deaths from respiratory illnesses in Ireland this year is comparable to previous years, and COVID-19 is not causing any more deaths than would usually be happening		",0,4.4233934e-06,0.0,假新闻
 People who are filming themselves with medical equipment boxes are Spanish politicians.		,0,4.18559e-06,0.0,假新闻
 This viral image shows how effective face masks are.		,0,4.294167e-06,0.0,假新闻
 Three red tick marks on WhatsApp means the government is initiating action against you.		,0,4.3831437e-06,0.0,假新闻
" Video showing Manoj Tiwary, leader of the ruling party of India, voilated lockdown and distributing masks among crowd.		",0,4.2086454e-06,0.0,假新闻
 Muslims in West Bengal are beating up cops during the lockdown.		,0,4.338748e-06,0.0,假新闻
 This is the calendar for the end of the lockdown in Spain.		,0,3.661516e-06,0.0,假新闻
" Coronavirus is a lie, it was caused by 5G and the goal is to implant the entire population with microchips.		",0,4.106999e-06,0.0,假新闻
 5G is being secretly installed in Croatia in the shadow of the coronavirus pandemic.		,0,4.4513317e-06,0.0,假新闻
 A picture that is shared in Social Media explains how much wearing a face masks protects you against an infection using percentages.		,0,4.337974e-06,0.0,假新闻
 Tonic water and zinc will kill COVID-19.		,0,4.241177e-06,0.0,假新闻
 A video is doing the rounds on social media which claims that policemen are now being tested positive for the COVID-19.		,0,3.959838e-06,0.0,假新闻
" Video showing policemen picking banknotes with sticks, linking it with coronavirus.		",0,4.3234245e-06,0.0,假新闻
 Video showing coronavirus patient telling her ordeal shared with the claim that she is from India.		,0,3.902379e-06,0.0,假新闻
 US has developed miracle drug Remedesivir against COVID-19.		,0,4.3492537e-06,0.0,假新闻
 Image of news channel claims Pakistan's PM Imran Khan's wife tested COVID-19 positive.		,0,4.3741534e-06,0.0,假新闻
" ""Hundreds and hundreds of labs are ready, willing, and able.""		",0,4.185079e-06,0.0,假新闻
" A picture of a reporter in protective medical gear is an example of how the American media ""hypes"" the COVID-19 pandemic.		",0,4.4597023e-06,0.0,假新闻
